"network_id";"null_model";"replicate";"metric";"value"
"P22_144_connectance";"connectance";64;"richness";44
"P22_144_connectance";"connectance";64;"connectance";0,118226600985222
"P22_144_connectance";"connectance";64;"degree.shannon";3,62915514562799
"P22_144_connectance";"connectance";64;"degree.mean";2,18181818181818
"P22_144_connectance";"connectance";64;"degree.sd";1,28085595059451
"P22_144_connectance";"connectance";64;"degree.skewness";1,06638991446238
"P22_144_connectance";"connectance";64;"degree.kurtosis";3,61326921033054
"P22_144_connectance";"connectance";64;"modularity.betweenness";0,662760416666667
"P22_144_connectance";"connectance";64;"modularity.infomap";0,655815972222222
"P22_144_connectance";"connectance";64;"nestedness";3,96070975918885
"P22_144_connectance";"connectance";64;"centrality.degree";0,0930232558139535
"P22_144_connectance";"connectance";64;"centrality.eigen";0,61042402469292
"P22_144_connectance";"connectance";64;"interaction.overlap";0,136095650381365
"P22_144_connectance";"connectance";64;"link.density";2,18181818181818
