"network_id";"null_model";"replicate";"metric";"value"
"B22_18_connectance";"connectance";63;"richness";33
"B22_18_connectance";"connectance";63;"connectance";0,202898550724638
"B22_18_connectance";"connectance";63;"degree.shannon";3,29114144898929
"B22_18_connectance";"connectance";63;"degree.mean";2,54545454545455
"B22_18_connectance";"connectance";63;"degree.sd";1,82158771904672
"B22_18_connectance";"connectance";63;"degree.skewness";1,73727567356755
"B22_18_connectance";"connectance";63;"degree.kurtosis";5,67118889566523
"B22_18_connectance";"connectance";63;"modularity.betweenness";0,483560090702948
"B22_18_connectance";"connectance";63;"modularity.infomap";0,467120181405896
"B22_18_connectance";"connectance";63;"nestedness";9,42953020134228
"B22_18_connectance";"connectance";63;"centrality.degree";0,181451612903226
"B22_18_connectance";"connectance";63;"centrality.eigen";0,47250995175171
"B22_18_connectance";"connectance";63;"interaction.overlap";0,211342155009452
"B22_18_connectance";"connectance";63;"link.density";2,54545454545455
