"network_id";"null_model";"replicate";"metric";"value"
"AI22_25_connectance";"connectance";71;"richness";39
"AI22_25_connectance";"connectance";71;"connectance";0,141538461538462
"AI22_25_connectance";"connectance";71;"degree.shannon";3,51210467273973
"AI22_25_connectance";"connectance";71;"degree.mean";2,35897435897436
"AI22_25_connectance";"connectance";71;"degree.sd";1,34726193067701
"AI22_25_connectance";"connectance";71;"degree.skewness";0,827624280896025
"AI22_25_connectance";"connectance";71;"degree.kurtosis";2,91029394286978
"AI22_25_connectance";"connectance";71;"modularity.betweenness";0,554111531190926
"AI22_25_connectance";"connectance";71;"modularity.infomap";0,5382797731569
"AI22_25_connectance";"connectance";71;"nestedness";7,96112489660877
"AI22_25_connectance";"connectance";71;"centrality.degree";0,10099573257468
"AI22_25_connectance";"connectance";71;"centrality.eigen";0,39864264784147
"AI22_25_connectance";"connectance";71;"interaction.overlap";0,185639147177609
"AI22_25_connectance";"connectance";71;"link.density";2,35897435897436
