"network_id";"null_model";"replicate";"metric";"value"
"B22_8_connectance";"connectance";42;"richness";39
"B22_8_connectance";"connectance";42;"connectance";0,135714285714286
"B22_8_connectance";"connectance";42;"degree.shannon";3,49039302255852
"B22_8_connectance";"connectance";42;"degree.mean";1,94871794871795
"B22_8_connectance";"connectance";42;"degree.sd";1,21284176840826
"B22_8_connectance";"connectance";42;"degree.skewness";0,905632424803327
"B22_8_connectance";"connectance";42;"degree.kurtosis";2,49075751199394
"B22_8_connectance";"connectance";42;"modularity.betweenness";0,697714681440443
"B22_8_connectance";"connectance";42;"modularity.infomap";0,693559556786704
"B22_8_connectance";"connectance";42;"nestedness";2,71362586605081
"B22_8_connectance";"connectance";42;"centrality.degree";0,0846372688477952
"B22_8_connectance";"connectance";42;"centrality.eigen";0,732181038793595
"B22_8_connectance";"connectance";42;"interaction.overlap";0,123056365403304
"B22_8_connectance";"connectance";42;"link.density";1,94871794871795
