"network_id";"null_model";"replicate";"metric";"value"
"M22_149_connectance";"connectance";81;"richness";33
"M22_149_connectance";"connectance";81;"connectance";0,246753246753247
"M22_149_connectance";"connectance";81;"degree.shannon";3,37889232722265
"M22_149_connectance";"connectance";81;"degree.mean";3,45454545454545
"M22_149_connectance";"connectance";81;"degree.sd";1,7155704060696
"M22_149_connectance";"connectance";81;"degree.skewness";0,662887354817863
"M22_149_connectance";"connectance";81;"degree.kurtosis";2,66029128963492
"M22_149_connectance";"connectance";81;"modularity.betweenness";0,406278855032318
"M22_149_connectance";"connectance";81;"modularity.infomap";0,413973530317021
"M22_149_connectance";"connectance";81;"nestedness";7,54079254079254
"M22_149_connectance";"connectance";81;"centrality.degree";0,117943548387097
"M22_149_connectance";"connectance";81;"centrality.eigen";0,263284845193125
"M22_149_connectance";"connectance";81;"interaction.overlap";0,266749779146473
"M22_149_connectance";"connectance";81;"link.density";3,45454545454545
