"network_id";"null_model";"replicate";"metric";"value"
"WOL_088_connectance";"connectance";55;"richness";262
"WOL_088_connectance";"connectance";55;"connectance";0,0728395061728395
"WOL_088_connectance";"connectance";55;"degree.shannon";5,13690462935329
"WOL_088_connectance";"connectance";55;"degree.mean";4,50381679389313
"WOL_088_connectance";"connectance";55;"degree.sd";4,96404551030466
"WOL_088_connectance";"connectance";55;"degree.skewness";2,11608568437086
"WOL_088_connectance";"connectance";55;"degree.kurtosis";6,49287866383334
"WOL_088_connectance";"connectance";55;"modularity.betweenness";0,420057454754381
"WOL_088_connectance";"connectance";55;"modularity.infomap";0,425703820741166
"WOL_088_connectance";"connectance";55;"nestedness";3,67992914895599
"WOL_088_connectance";"connectance";55;"centrality.degree";0,0752726201002063
"WOL_088_connectance";"connectance";55;"centrality.eigen";0,365614921583333
"WOL_088_connectance";"connectance";55;"interaction.overlap";0,0663356002022669
"WOL_088_connectance";"connectance";55;"link.density";4,50381679389313
