"network_id";"null_model";"replicate";"metric";"value"
"M22_141_connectance";"connectance";6;"richness";58
"M22_141_connectance";"connectance";6;"connectance";0,221674876847291
"M22_141_connectance";"connectance";6;"degree.shannon";3,99727333479559
"M22_141_connectance";"connectance";6;"degree.mean";6,20689655172414
"M22_141_connectance";"connectance";6;"degree.sd";2,19855311822847
"M22_141_connectance";"connectance";6;"degree.skewness";0,403793116081344
"M22_141_connectance";"connectance";6;"degree.kurtosis";3,66328104122644
"M22_141_connectance";"connectance";6;"modularity.betweenness";0,277993827160494
"M22_141_connectance";"connectance";6;"modularity.infomap";0
"M22_141_connectance";"connectance";6;"nestedness";10,6498298749221
"M22_141_connectance";"connectance";6;"centrality.degree";0,1234335839599
"M22_141_connectance";"connectance";6;"centrality.eigen";0,216251468984278
"M22_141_connectance";"connectance";6;"interaction.overlap";0,247679333927517
"M22_141_connectance";"connectance";6;"link.density";6,20689655172414
