"network_id";"null_model";"replicate";"metric";"value"
"P22_228_connectance";"connectance";32;"richness";104
"P22_228_connectance";"connectance";32;"connectance";0,0734767025089606
"P22_228_connectance";"connectance";32;"degree.shannon";4,44866181733983
"P22_228_connectance";"connectance";32;"degree.mean";3,15384615384615
"P22_228_connectance";"connectance";32;"degree.sd";2,0751382256884
"P22_228_connectance";"connectance";32;"degree.skewness";1,12985534872126
"P22_228_connectance";"connectance";32;"degree.kurtosis";3,51981745226512
"P22_228_connectance";"connectance";32;"modularity.betweenness";0,561998066627008
"P22_228_connectance";"connectance";32;"modularity.infomap";0,554413295657347
"P22_228_connectance";"connectance";32;"nestedness";3,5121549428048
"P22_228_connectance";"connectance";32;"centrality.degree";0,0578716923662669
"P22_228_connectance";"connectance";32;"centrality.eigen";0,399161304587987
"P22_228_connectance";"connectance";32;"interaction.overlap";0,0819990749016886
"P22_228_connectance";"connectance";32;"link.density";3,15384615384615
