"network_id";"null_model";"replicate";"metric";"value"
"TI91_connectance";"connectance";58;"richness";93
"TI91_connectance";"connectance";58;"connectance";0,0631127450980392
"TI91_connectance";"connectance";58;"degree.shannon";4,3117371969692
"TI91_connectance";"connectance";58;"degree.mean";2,21505376344086
"TI91_connectance";"connectance";58;"degree.sd";1,64745826869092
"TI91_connectance";"connectance";58;"degree.skewness";1,88189471427063
"TI91_connectance";"connectance";58;"degree.kurtosis";6,69748732415955
"TI91_connectance";"connectance";58;"modularity.betweenness";0,729663493260439
"TI91_connectance";"connectance";58;"modularity.infomap";0,703930624941088
"TI91_connectance";"connectance";58;"nestedness";2,66781083142639
"TI91_connectance";"connectance";58;"centrality.degree";0,075370281892021
"TI91_connectance";"connectance";58;"centrality.eigen";0,578412036259806
"TI91_connectance";"connectance";58;"interaction.overlap";0,0704205516705517
"TI91_connectance";"connectance";58;"link.density";2,21505376344086
