"node_id";"taxonomy_name";"taxonomy_rank"
"gateway_node_1";"Abatus cavernosus";"species"
"gateway_node_2";"Abatus curvidens";"species"
"gateway_node_3";"Abatus nimrodi";"species"
"gateway_node_4";"Abatus shackeltoni";"species"
"gateway_node_5";"Abax ovalis";"species"
"gateway_node_6";"Abax ovalis (juv)";"species"
"gateway_node_7";"Abax parallelepipedus";"species"
"gateway_node_8";"Abax parallelepipedus (juv)";"species"
"gateway_node_9";"Abax parallelus (juv)";"species"
"gateway_node_10";"Abax sp.";"genus"
"gateway_node_11";"Ablabesmyia monilis";"species"
"gateway_node_12";"Abra alba";"species"
"gateway_node_13";"Abudefduf saxatilis";"species"
"gateway_node_14";"Abudefduf tauru";"species"
"gateway_node_15";"Abyssocucumis liouvillei";"species"
"gateway_node_16";"Abyssorchomene nodimanus";"species"
"gateway_node_17";"Abyssorchomene plebs";"species"
"gateway_node_18";"Abyssorchomene rossi";"species"
"gateway_node_19";"Acanalonia latifrons";"species"
"gateway_node_20";"acanthina monodon";"species"
"gateway_node_21";"Acanthinula aculeata";"species"
"gateway_node_22";"Acanthochitona crinita";"species"
"gateway_node_23";"Acanthochitonidae";"family"
"gateway_node_24";"Acanthocyclops vernalis";"species"
"gateway_node_25";"acanthocyclus gayi";"species"
"gateway_node_26";"acanthocyclus hassleri";"species"
"gateway_node_27";"Acanthodoris pilosa";"species"
"gateway_node_28";"Acanthogobius flavimanus";"species"
"gateway_node_29";"Acantholeberis curvirostris";"species"
"gateway_node_30";"Acanthonyx lunulatus";"species"
"gateway_node_31";"Acanthonyx quadridentatus";"species"
"gateway_node_32";"Acanthoparyphium spinulosum";"species"
"gateway_node_33";"Acanthophora spicifera";"species"
"gateway_node_34";"acanthopleura echinata";"species"
"gateway_node_35";"Acanthostracion polygonius";"species"
"gateway_node_36";"Acanthostracion quadricomis";"species"
"gateway_node_37";"Acanthurus bahianus";"species"
"gateway_node_38";"Acanthurus chirugus";"species"
"gateway_node_39";"Acanthurus coeruleus";"species"
"gateway_node_40";"Acari";NA
"gateway_node_41";"Acari phyto";"species"
"gateway_node_42";"Acari pred";"species"
"gateway_node_43";"Acarina";"class"
"gateway_node_44";"Acartia clausi";"species"
"gateway_node_45";"Acartia hudsonica";"species"
