"node_id";"taxonomy_name";"taxonomy_rank"
"D21_node_1";"Abarema_brachystachya";"species"
"D21_node_2";"Abarema_jupunba";"species"
"D21_node_3";"Abeillia_abeillei";"species"
"D21_node_4";"Abutilon_bedfordianum";"species"
"D21_node_5";"Abutilon_darwinii";"species"
"D21_node_6";"Abutilon_regnellii";"species"
"D21_node_7";"Acacia_anegadensis";"species"
"D21_node_8";"Acinodendron_sintenisii";"species"
"D21_node_9";"Acnistus_arborescens";"species"
"D21_node_10";"Acritopappus_longifolius";"species"
"D21_node_11";"Adelomyia_melanogenys";"species"
"D21_node_12";"Adenocalymma_campicola";"species"
"D21_node_13";"Aechmea_aquilega";"species"
"D21_node_14";"Aechmea_blumenavii";"species"
"D21_node_15";"Aechmea_bromeliifolia";"species"
"D21_node_16";"Aechmea_chantinii";"species"
"D21_node_17";"Aechmea_coelestis";"species"
"D21_node_18";"Aechmea_contracta";"species"
"D21_node_19";"Aechmea_corymbosa";"species"
"D21_node_20";"Aechmea_cylindrata";"species"
"D21_node_21";"Aechmea_dichlamydea";"species"
"D21_node_22";"Aechmea_distichantha";"species"
"D21_node_23";"Aechmea_fendleri";"species"
"D21_node_24";"Aechmea_gamosepala";"species"
"D21_node_25";"Aechmea_lamarchei";"species"
"D21_node_26";"Aechmea_mariae-reginae";"species"
"D21_node_27";"Aechmea_miniata";"species"
"D21_node_28";"Aechmea_nudicaulis";"species"
"D21_node_29";"Aechmea_organensis";"species"
"D21_node_30";"Aechmea_ornata";"species"
"D21_node_31";"Aechmea_paniculigera";"species"
"D21_node_32";"Aechmea_pectinata";"species"
"D21_node_33";"Aechmea_phanerophlebia";"species"
"D21_node_34";"Aechmea_recurvata";"species"
"D21_node_35";"Aechmea_rubiginosa";"species"
"D21_node_36";"Aechmea_sp.1";"species"
"D21_node_37";"Aechmea_van-houtteana";"species"
"D21_node_38";"Aechmea_viridostigma";"species"
"D21_node_39";"Aechmea_williamsii";"species"
"D21_node_40";"Aegiphila_obducta";"species"
"D21_node_41";"Aegiphila_perplexa";"species"
"D21_node_42";"Aetanthus_nodosus";"species"
"D21_node_43";"Agalinis_angustifolia";"species"
"D21_node_44";"Agarista_coriifolia";"species"
"D21_node_45";"Agarista_sp. 1";"species"
"D21_node_46";"Agave_salmiana";"species"
"D21_node_47";"Agave_sp.1";"species"
"D21_node_48";"Aglaeactis_castelnaudii";"species"
"D21_node_49";"Aglaeactis_cupripennis";"species"
"D21_node_50";"Aglaiocercus_coelestis";"species"
"D21_node_51";"Aglaiocercus_kingii";"species"
"D21_node_52";"Albizia_pedicellaris";"species"
"D21_node_53";"Albizia_saman";"species"
"D21_node_54";"Allamanda_blanchetii";"species"
"D21_node_55";"Alloplectus_hispidus";"species"
"D21_node_56";"Alloplectus_sp.1";"species"
"D21_node_57";"Alloplectus_sp.2";"species"
"D21_node_58";"Alstroemeria_inodora";"species"
"D21_node_59";"Alstroemeria_isabellana";"species"
"D21_node_60";"Alstroemeria_rupestris";"species"
"D21_node_61";"Alstroemeria_sp.1";"species"
"D21_node_62";"Amasonia_campestris";"species"
"D21_node_63";"Amazilia_beryllina";"species"
"D21_node_64";"Amazilia_brevirostris";"species"
"D21_node_65";"Amazilia_candida";"species"
"D21_node_66";"Amazilia_cyanifrons";"species"
"D21_node_67";"Amazilia_cyanocephala";"species"
"D21_node_68";"Amazilia_fimbriata";"species"
"D21_node_69";"Amazilia_franciae";"species"
"D21_node_70";"Amazilia_lactea";"species"
"D21_node_71";"Amazilia_leucogaster";"species"
"D21_node_72";"Amazilia_rutila";"species"
"D21_node_73";"Amazilia_saucerottei";"species"
"D21_node_74";"Amazilia_tobaci";"species"
"D21_node_75";"Amazilia_tzacatl";"species"
"D21_node_76";"Amazilia_versicolor";"species"
"D21_node_77";"Amazilia_violiceps";"species"
"D21_node_78";"Amazilia_yucatanensis";"species"
"D21_node_79";"Amphilophium_elongatum";"species"
"D21_node_80";"Anadenanthera_colubrina";"species"
"D21_node_81";"Ananas_ananassoides";"species"
"D21_node_82";"Ananas_comosus";"species"
"D21_node_83";"Anisacanthus_brasiliensis";"species"
"D21_node_84";"Aniseia_martinicensis";"species"
"D21_node_85";"Anopetia_gounellei";"species"
"D21_node_86";"Anthracothorax_dominicus";"species"
"D21_node_87";"Anthracothorax_nigricollis";"species"
"D21_node_88";"Anthracothorax_prevostii";"species"
"D21_node_89";"Anthracothorax_viridis";"species"
"D21_node_90";"Antigonon_leptopus";"species"
"D21_node_91";"Antopterus_oliganthus";"species"
"D21_node_92";"Aphantochroa_cirrochloris";"species"
"D21_node_93";"Aphelandra_colorata";"species"
"D21_node_94";"Aphelandra_macrostachya";"species"
"D21_node_95";"Aphelandra_sp.1";"species"
"D21_node_96";"Aphelandra_sp.2";"species"
"D21_node_97";"Aphelandra_storkii";"species"
"D21_node_98";"Apocynaceae_sp.1";"species"
"D21_node_99";"Apocynaceae_sp.2";"species"
"D21_node_100";"Apodanthera_villosa";"species"
"D21_node_101";"Aquilegia_formosa";"species"
