"node_id";"taxonomy_name";"taxonomy_rank"
"AI22_node_1";"Abatia americana";"species"
"AI22_node_2";"Abelmoschus esculentus";"species"
"AI22_node_3";"Abutilon malachroides";"species"
"AI22_node_4";"Acacia sp.1";"species"
"AI22_node_5";"Acanthopus excellens";"species"
"AI22_node_6";"Acanthospermum australe";"species"
"AI22_node_7";"Achetaria ocymoides";"species"
"AI22_node_8";"Achyrocline satureioides";"species"
"AI22_node_9";"Acianthera luteola";"species"
"AI22_node_10";"Acisanthera variabilis";"species"
"AI22_node_11";"Aclytia sp.";"species"
"AI22_node_12";"Acnistus arborescens";"species"
"AI22_node_13";"Acosmium bijugum";"species"
"AI22_node_14";"Acritopappus longifolius";"species"
"AI22_node_15";"Acroceridae";"species"
"AI22_node_16";"Acromyrmex crassispinus";"species"
"AI22_node_17";"Acromyrmex disciger";"species"
"AI22_node_18";"Acromyrmex niger";"species"
"AI22_node_19";"Acromyrmex sp.";"species"
"AI22_node_20";"Actinote carycina";"species"
"AI22_node_21";"Actinote discrepans";"species"
"AI22_node_22";"Actinote genitrix";"species"
"AI22_node_23";"Actinote mamita mitama";"species"
"AI22_node_24";"Actinote mantiqueira";"species"
"AI22_node_25";"Actinote morio";"species"
"AI22_node_26";"Actinote parapheles";"species"
"AI22_node_27";"Actinote sp.";"species"
"AI22_node_28";"Actinote thalia pyrrha";"species"
"AI22_node_29";"Adelpha cytherea";"species"
"AI22_node_30";"Adelpha cytherea aea";"species"
"AI22_node_31";"Adenocalymma comosum";"species"
"AI22_node_32";"Adenocalymma coriaceum";"species"
"AI22_node_33";"Adenostemma brasilianum";"species"
"AI22_node_34";"Adhemarius daphne";"species"
"AI22_node_35";"Adhemarius eurysthenes";"species"
"AI22_node_36";"Adhemarius gannascus";"species"
"AI22_node_37";"Aechmea caudata";"species"
"AI22_node_38";"Aechmea cylindrata";"species"
"AI22_node_39";"Aechmea nudicaulis";"species"
"AI22_node_40";"Aechmea patentissima";"species"
"AI22_node_41";"Aedes sp.";"species"
"AI22_node_42";"Aegiphila sellowiana";"species"
"AI22_node_43";"Aegiphila sp.1";"species"
"AI22_node_44";"Aellopos ceculus";"species"
"AI22_node_45";"Aellopos sp.";"species"
"AI22_node_46";"Aellopos sp.1";"species"
"AI22_node_47";"Aepocerus";"species"
"AI22_node_48";"Aepocerus emarginatus";"species"
"AI22_node_49";"Aepocerus sp.1";"species"
"AI22_node_50";"Aeria olena";"species"
"AI22_node_51";"Aeria olena olena";"species"
"AI22_node_52";"Aeschynomene elegans";"species"
"AI22_node_53";"Aeschynomene histrix";"species"
"AI22_node_54";"Aeschynomene paucifolia";"species"
"AI22_node_55";"Aethria carnicauda";"species"
"AI22_node_56";"Agapostemon (Notagapostemon) chapadensis";"species"
"AI22_node_57";"Agapostemon sp.";"species"
"AI22_node_58";"Agapostemon sp.1";"species"
"AI22_node_59";"Agaristha revoluta";"species"
"AI22_node_60";"Agelaia multipicta";"species"
"AI22_node_61";"Agelaia pallipes";"species"
"AI22_node_62";"Agelaia vicina";"species"
"AI22_node_63";"Ageratum conyzoides";"species"
"AI22_node_64";"Ageratum fastigiatum";"species"
"AI22_node_65";"Agraulis vanillae maculosa";"species"
"AI22_node_66";"Agrilus cingulatus";"species"
"AI22_node_67";"Agrilus sacertremolerasi";"species"
"AI22_node_68";"Agrius cingulata";"species"
"AI22_node_69";"Agromyzidae sp.";"species"
"AI22_node_70";"Agromyzidae sp.1";"species"
"AI22_node_71";"Aguna asander asander";"species"
"AI22_node_72";"Aides duma duma";"species"
"AI22_node_73";"Alabagrus sp.";"species"
"AI22_node_74";"Albizia niopoides";"species"
"AI22_node_75";"Albizia polycephala";"species"
"AI22_node_76";"Alchornea";"species"
"AI22_node_77";"Alchornea triplinervia";"species"
"AI22_node_78";"Aleuron chloroptera";"species"
"AI22_node_79";"Allamanda";"species"
"AI22_node_80";"Allamanda blanchetii";"species"
"AI22_node_81";"Allamanda cathartica";"species"
"AI22_node_82";"Allograpta sp.1";"species"
"AI22_node_83";"Allograpta sp.2";"species"
"AI22_node_84";"Allograpta sp.3";"species"
"AI22_node_85";"Allograpta sp.4";"species"
"AI22_node_86";"Alphamenes incertus";"species"
"AI22_node_87";"Alphamenes sp.";"species"
"AI22_node_88";"Alphomelon sp.";"species"
"AI22_node_89";"Alpinia zerumbet";"species"
"AI22_node_90";"Alstroemeria aurea";"species"
"AI22_node_91";"Alternanthera brasiliana";"species"
"AI22_node_92";"Alternanthera sp.";"species"
"AI22_node_93";"Alticinae sp.";"species"
"AI22_node_94";"Alticini sp.1";"species"
"AI22_node_95";"Alticini sp.2";"species"
"AI22_node_96";"Alticini sp.3";"species"
"AI22_node_97";"Alysicarpus vaginalis";"species"
"AI22_node_98";"Amaranthus deflexus";"species"
"AI22_node_99";"Amaranthus retroflexus";"species"
"AI22_node_100";"Amaryllis sp.";"species"
"AI22_node_101";"Ambrosia";"species"
"AI22_node_102";"Ambrosia sp.1";"species"
"AI22_node_103";"Amomyrtus meli";"species"
"AI22_node_104";"Amphilophium";"species"
"AI22_node_105";"Amphilophium crucigerum";"species"
"AI22_node_106";"Ampulicidae sp.5";"species"
"AI22_node_107";"Anacardiaceae";"species"
"AI22_node_108";"Anacardium";"species"
"AI22_node_109";"Anacardium occidentale";"species"
"AI22_node_110";"Anacardium occidentales";"species"
"AI22_node_111";"Anadenanthera colubrina";"species"
"AI22_node_112";"Anadenanthera peregrina";"species"
"AI22_node_113";"Ananthidium sp.1";"species"
"AI22_node_114";"Anartia amathea";"species"
"AI22_node_115";"Anartia amathea roeselia";"species"
"AI22_node_116";"Anartia jatrophae";"species"
"AI22_node_117";"Anartia jatrophae jatrophae";"species"
"AI22_node_118";"Anaxagorea prinoides";"species"
"AI22_node_119";"Anchietea pyrifolia";"species"
"AI22_node_120";"Ancyloscelis apiformis";"species"
"AI22_node_121";"Andira fraxinifolia";"species"
