"node_id";"taxonomy_name";"taxonomy_rank"
"B22_node_1";"D22net1_col_1";"species"
"B22_node_2";"D22net1_col_10";"species"
"B22_node_3";"D22net1_col_11";"species"
"B22_node_4";"D22net1_col_12";"species"
"B22_node_5";"D22net1_col_13";"species"
"B22_node_6";"D22net1_col_14";"species"
"B22_node_7";"D22net1_col_15";"species"
"B22_node_8";"D22net1_col_16";"species"
"B22_node_9";"D22net1_col_17";"species"
"B22_node_10";"D22net1_col_18";"species"
"B22_node_11";"D22net1_col_19";"species"
"B22_node_12";"D22net1_col_20";"species"
"B22_node_13";"D22net1_col_21";"species"
"B22_node_14";"D22net1_col_22";"species"
"B22_node_15";"D22net1_col_23";"species"
"B22_node_16";"D22net1_col_24";"species"
"B22_node_17";"D22net1_col_25";"species"
"B22_node_18";"D22net1_col_26";"species"
"B22_node_19";"D22net1_col_27";"species"
"B22_node_20";"D22net1_col_28";"species"
"B22_node_21";"D22net1_col_29";"species"
"B22_node_22";"D22net1_col_3";"species"
"B22_node_23";"D22net1_col_30";"species"
"B22_node_24";"D22net1_col_31";"species"
"B22_node_25";"D22net1_col_32";"species"
"B22_node_26";"D22net1_col_33";"species"
"B22_node_27";"D22net1_col_34";"species"
"B22_node_28";"D22net1_col_35";"species"
"B22_node_29";"D22net1_col_36";"species"
"B22_node_30";"D22net1_col_37";"species"
"B22_node_31";"D22net1_col_38";"species"
"B22_node_32";"D22net1_col_39";"species"
"B22_node_33";"D22net1_col_4";"species"
"B22_node_34";"D22net1_col_40";"species"
"B22_node_35";"D22net1_col_41";"species"
"B22_node_36";"D22net1_col_42";"species"
"B22_node_37";"D22net1_col_43";"species"
"B22_node_38";"D22net1_col_44";"species"
"B22_node_39";"D22net1_col_45";"species"
"B22_node_40";"D22net1_col_46";"species"
"B22_node_41";"D22net1_col_47";"species"
"B22_node_42";"D22net1_col_48";"species"
"B22_node_43";"D22net1_col_49";"species"
"B22_node_44";"D22net1_col_5";"species"
"B22_node_45";"D22net1_col_50";"species"
"B22_node_46";"D22net1_col_51";"species"
"B22_node_47";"D22net1_col_6";"species"
"B22_node_48";"D22net1_col_9";"species"
"B22_node_49";"D22net1_row_1";"species"
"B22_node_50";"D22net1_row_10";"species"
"B22_node_51";"D22net1_row_11";"species"
"B22_node_52";"D22net1_row_12";"species"
"B22_node_53";"D22net1_row_13";"species"
"B22_node_54";"D22net1_row_2";"species"
"B22_node_55";"D22net1_row_3";"species"
"B22_node_56";"D22net1_row_4";"species"
"B22_node_57";"D22net1_row_5";"species"
"B22_node_58";"D22net1_row_6";"species"
"B22_node_59";"D22net1_row_7";"species"
"B22_node_60";"D22net1_row_8";"species"
"B22_node_61";"D22net1_row_9";"species"
"B22_node_62";"D22net10_col_1";"species"
"B22_node_63";"D22net10_col_10";"species"
"B22_node_64";"D22net10_col_11";"species"
"B22_node_65";"D22net10_col_12";"species"
"B22_node_66";"D22net10_col_13";"species"
"B22_node_67";"D22net10_col_14";"species"
"B22_node_68";"D22net10_col_15";"species"
"B22_node_69";"D22net10_col_16";"species"
"B22_node_70";"D22net10_col_17";"species"
"B22_node_71";"D22net10_col_18";"species"
"B22_node_72";"D22net10_col_19";"species"
