"node_id";"taxonomy_name";"taxonomy_rank"
"mangal_node_0001";"Arnica angustifolia alpina";"infraspecies"
"mangal_node_0002";"Braya humilis";"species"
"mangal_node_0003";"Cassiope tetragona";"species"
"mangal_node_0004";"Cerastium alpinum";"species"
"mangal_node_0005";"Cerastium arcticum";"species"
"mangal_node_0006";"Draba corymbosa";"species"
"mangal_node_0007";"Draba cinerea";"species"
"mangal_node_0008";"Draba oblongata";"species"
"mangal_node_0009";"Dryas integrifolia";"species"
"mangal_node_0010";"Epilobium latifolium";"species"
"mangal_node_0011";"Erysimum pallasii";"species"
"mangal_node_0012";"Physaria arctica";"species"
"mangal_node_0013";"Papaver radicatum";"species"
"mangal_node_0014";"Pedicularis langsdorffii arctica";"infraspecies"
"mangal_node_0015";"Pedicularis capitata";"species"
"mangal_node_0016";"Pedicularis hirsuta";"species"
"mangal_node_0017";"Bistorta affinis";"species"
"mangal_node_0018";"Potentilla";"genus"
"mangal_node_0019";"Salix arctica";"species"
"mangal_node_0020";"Saxifraga cernua";"species"
"mangal_node_0021";"Saxifraga flagellaris";"species"
"mangal_node_0022";"Saxifraga hirculus";"species"
"mangal_node_0023";"Saxifraga oppositifolia";"species"
"mangal_node_0024";"Saxifraga tricuspidata";"species"
"mangal_node_0025";"Silene acaulis";"species"
"mangal_node_0026";"Stellaria";"genus"
"mangal_node_0027";"Taraxacum ceratophorum";"species"
"mangal_node_0028";"Xysticus deichmanni";"species"
"mangal_node_0029";"Pardosa glacialis";"species"
"mangal_node_0030";"Collembola";"order"
"mangal_node_0031";"Isotoma viridis";"species"
"mangal_node_0032";"Brevicoryne arctica";"species"
"mangal_node_0033";"Olethreutes inquietana";"species"
"mangal_node_0034";"Olethreutes mengelana";"species"
"mangal_node_0035";"Boloria";"genus"
"mangal_node_0036";"Colias hecla";"species"
"mangal_node_0037";"Tipula arctica";"species"
"mangal_node_0038";"Chironomidae";"family"
"mangal_node_0039";"Chironomus";"genus"
"mangal_node_0040";"Corynoneura scutellata";"species"
"mangal_node_0041";"Cricotopus";"genus"
"mangal_node_0042";"Cricotopus lestralis";"species"
"mangal_node_0043";"Einfeldia";"genus"
"mangal_node_0044";"Heterotrissocladius subpilosus";"species"
"mangal_node_0045";"Smittia extrema";"species"
"mangal_node_0046";"Smittia polaris";"species"
"mangal_node_0047";"Smittia polymorpha";"species"
"mangal_node_0048";"Orthocladius consobrinus";"species"
"mangal_node_0049";"Paraphaenocladius despectus";"species"
"mangal_node_0050";"Procladius";"genus"
"mangal_node_0051";"Psectrocladius barbatimanus";"species"
"mangal_node_0052";"Smittia arctica";"species"
"mangal_node_0053";"Smittia";"genus"
"mangal_node_0054";"Limnophyes";"genus"
"mangal_node_0055";"Limnophyes globifer";"species"
"mangal_node_0056";"Chironomus obscuripes";"species"
"mangal_node_0057";"Micropsectra";"genus"
"mangal_node_0058";"Orthocladiinae";NA
"mangal_node_0059";"Tanytarsus niger";"species"
"mangal_node_0060";"Aedes impiger";"species"
"mangal_node_0061";"Aedes nigripes";"species"
"mangal_node_0062";"Aedes";"genus"
"mangal_node_0063";"Cecidomyiidae";"family"
"mangal_node_0064";"Bradysia";"genus"
"mangal_node_0065";"Rhamphomyia";"genus"
"mangal_node_0066";"Rhamphomyia filicauda";"species"
"mangal_node_0067";"Rhamphomyia nigrita";"species"
"mangal_node_0068";"Dolichopus dasyops";"species"
"mangal_node_0069";"Carposcalis carinata";NA
"mangal_node_0070";"Allopiophila arctica";"species"
"mangal_node_0071";"Fucellia pictipennis";"species"
"mangal_node_0072";"Spilogona";"genus"
"mangal_node_0073";"Spilogona deflorata";"species"
"mangal_node_0074";"Spilogona dorsata";"species"
"mangal_node_0075";"Spilogona latilamina";"species"
"mangal_node_0076";"Spilogona melanosoma";"species"
"mangal_node_0077";"Spilogona sanctipauli";"species"
"mangal_node_0078";"Spilogona tundrae";"species"
"mangal_node_0079";"Delia bracata";"species"
"mangal_node_0080";"Protophormia atriceps";"species"
"mangal_node_0081";"Protophormia terraenovae";"species"
"mangal_node_0082";"Amauronematus";NA
"mangal_node_0083";"Amauronematus amentorum";NA
"mangal_node_0084";"Ichneumonidae";"family"
"mangal_node_0085";"Cryptus arcticus";"species"
"mangal_node_0086";"Hyposoter luctus";"species"
