"network_id";"original_id";"network_db";"network_interaction";"main_animal_taxa";"network_year";"network_lat";"network_lon";"habitat_type";"network_topology_type";"network_spatial_type"
"WOL_001";"M_PL_027";"WOL";"pollination";NA;1983;-42,95;171,566667;NA;"bipartite";"point"
"WOL_002";"M_PL_021";"WOL";"pollination";NA;1990;35,333333;135,75;NA;"bipartite";"point"
"WOL_003";"M_PL_017";"WOL";"pollination";NA;1999;51,574994;-2,589902;NA;"bipartite";"point"
"WOL_004";"M_PL_032";"WOL";"pollination";NA;1978;40,133333;-88,166667;NA;"bipartite";"point"
"WOL_005";"M_SD_003";"WOL";"frugivory";NA;2003;18,296944;-66,781944;NA;"bipartite";"point"
"WOL_006";"M_SD_015";"WOL";"frugivory";NA;1979;18,506978;-89,486184;NA;"bipartite";"point"
"WOL_007";"M_PL_031";"WOL";"pollination";NA;1989;5,583333;-61,716667;NA;"bipartite";"point"
"WOL_008";"M_PL_028";"WOL";"pollination";NA;1983;-43,02823;171,78466;NA;"bipartite";"point"
"WOL_009";"M_PL_004";"WOL";"pollination";NA;1987;46,553731;-66,071245;NA;"bipartite";"point"
"WOL_010";"M_PL_034";"WOL";"pollination";NA;2005;-42;-73,583333;NA;"bipartite";"point"
"WOL_011";"M_SD_004";"WOL";"frugivory";NA;2003;18,258333;-66,535556;NA;"bipartite";"point"
"WOL_012";"M_SD_005";"WOL";"frugivory";NA;2003;18,1725;-66,591944;NA;"bipartite";"point"
"WOL_013";"M_PL_001";"WOL";"pollination";NA;1982;-33,283334;-70,266668;NA;"bipartite";"point"
"WOL_014";"M_PL_002";"WOL";"pollination";NA;1982;-33,283334;-70,266668;NA;"bipartite";"point"
"WOL_015";"M_PL_003";"WOL";"pollination";NA;1982;-33,283334;-70,266668;NA;"bipartite";"point"
"WOL_016";"M_PL_029";"WOL";"pollination";NA;1983;-43,099531;171,720224;NA;"bipartite";"point"
"WOL_017";"M_SD_018";"WOL";"frugivory";NA;1996;-6,723333;145,093333;NA;"bipartite";"point"
"WOL_018";"M_PL_015";"WOL";"pollination";NA;1991;38,014466;23,635043;NA;"bipartite";"point"
"WOL_019";"M_PL_016";"WOL";"pollination";NA;1988;37,016667;-6,55;NA;"bipartite";"point"
"WOL_020";"M_PL_036";"WOL";"pollination";NA;NA;39,466667;-31,227222;NA;"bipartite";"point"
"WOL_021";"M_SD_006";"WOL";"frugivory";NA;2003;18,308333;-66,558611;NA;"bipartite";"point"
