"node_id";"taxonomy_name";"taxonomy_rank"
"P22_node_1";"Calandrinia_affinis";"species"
"P22_node_2";"Alstroemeria_pallida";"species"
"P22_node_3";"Stachys_albicaulis";"species"
"P22_node_4";"Adesmia_conferta";"species"
"P22_node_5";"Phacelia_secunda";"species"
"P22_node_6";"Adesmia_radicifolia";"species"
"P22_node_7";"Astragalus_curvicaulis";"species"
"P22_node_8";"Astragalus_sp.";"genus"
"P22_node_9";"Scypanthus_elegans";"species"
"P22_node_10";"Senecio_lithostaurus";"species"
"P22_node_11";"Senecio_erucaeformis";"species"
"P22_node_12";"Calandrinia_uspallatensis";"species"
"P22_node_13";"Loasa_heterophylla";"species"
"P22_node_14";"Mutisia_subulata";"species"
"P22_node_15";"Senecio_bustillosianus";"species"
"P22_node_16";"Sisyrinchium_arenarium";"species"
"P22_node_17";"Adesmia_brachysemon";"species"
"P22_node_18";"Chuquiraga_oppositifolia";"species"
"P22_node_19";"Schizanthus_hookeri";"species"
"P22_node_20";"Senecio_francisci";"species"
"P22_node_21";"Sanicula_graveolens";"species"
"P22_node_22";"Haplopappus_sericeus";"species"
"P22_node_23";"Mulinum_spinosum";"genus"
"P22_node_24";"Mutisia_acerosa";"species"
"P22_node_25";"Nardophyllum_lanatum";"species"
"P22_node_26";"Perezia_carthamoides";"species"
"P22_node_27";"Cerastium_arvense";"species"
"P22_node_28";"Mutisia_sinuata";"species"
"P22_node_29";"Berberis_empetrifolia";"species"
"P22_node_30";"Chaetanthera_euphrasioides";"species"
"P22_node_31";"Nothoscordum_andinum";"species"
"P22_node_32";"Sisyrinchium_junceum";"species"
"P22_node_33";"Sisyrinchium_philippii";"species"
"P22_node_34";"Tristagma_bivalve";"species"
"P22_node_35";"Calceolaria_biflora";"species"
"P22_node_36";"Adesmia_aconcaguensis";"species"
"P22_node_37";"Hypochaeris_sp.";"genus"
"P22_node_38";"Oxalis_geminata";"species"
"P22_node_39";"Oxalis_sp.2";"genus"
"P22_node_40";"Madia_sativa";"species"
"P22_node_41";"Barneoudia_major";"species"
"P22_node_42";"Nassauvia_heterophylla";"species"
"P22_node_43";"Asteriscium_aemocarpon";"species"
"P22_node_44";"Barneoudia_chilensis";"species"
"P22_node_45";"Berberis_montana";"species"
"P22_node_46";"Bowlesia_tropaeolifolia";"species"
"P22_node_47";"Erodium_cicutarium";"species"
"P22_node_48";"Quinchamalium_chilense";"species"
"P22_node_49";"Tristagma_sessile";"species"
"P22_node_50";"Anarthrophyllum_cumingii";"species"
"P22_node_51";"Chaetanthera_microphylla";"species"
"P22_node_52";"Calceolaria_montana";"species"
"P22_node_53";"Calceolaria_sp.";"genus"
"P22_node_54";"Clarkia_tenella";"species"
"P22_node_55";"Haplopappus_chysanthemifolius";"species"
"P22_node_56";"Loasa_sigmoidea";"species"
"P22_node_57";"Lupinus_microcarpus";"species"
"P22_node_58";"Salpiglossus_sp.";"genus"
"P22_node_59";"Solanum_tomatillo";"species"
"P22_node_60";"Solenomelus_sisyrinchium";"species"
