"node_id";"taxonomy_name";"taxonomy_rank"
"M22_node_1";"Abroscopus_albogularis";"species"
"M22_node_2";"Aburria_aburri";"species"
"M22_node_3";"Abuta_selloana";"species"
"M22_node_4";"Acacia_auriculiformis";"species"
"M22_node_5";"Acacia_dealbata";"species"
"M22_node_6";"Acacia_genistifolia";"species"
"M22_node_7";"Acacia_implexa";"species"
"M22_node_8";"Acacia_melanoxylon";"species"
"M22_node_9";"Acanthisitta_chloris";"species"
"M22_node_10";"Acanthiza_pusilla";"species"
"M22_node_11";"Acanthorhynchus_tenuirostris";"species"
"M22_node_12";"Achatocarpus_nigricans";"species"
"M22_node_13";"Acnistus_arborescens";"species"
"M22_node_14";"Acridotheres_fuscus";"species"
"M22_node_15";"Acridotheres_tristis";"species"
"M22_node_16";"Acritillas_indica";"species"
"M22_node_17";"Acrocomia_aculeata";"species"
"M22_node_18";"Actinidia_callosa";"species"
"M22_node_19";"Actinodaphne_acuminata";"species"
"M22_node_20";"Actinodaphne_angustifolia";"species"
"M22_node_21";"Adinandra_formosana";"species"
"M22_node_22";"Adinandra_japonica";"species"
"M22_node_23";"Aechmea_distichantha";"species"
"M22_node_24";"Aechmea_nudicaulis";"species"
"M22_node_25";"Aegiphila_floribunda";"species"
"M22_node_26";"Aegiphila_integrifolia";"species"
"M22_node_27";"Aegithalos_caudatus";"species"
"M22_node_28";"Aegithalos_concinnus";"species"
"M22_node_29";"Aegithina_tiphia";"species"
"M22_node_30";"Aglaia_mariannensis";"species"
"M22_node_31";"Aglaia_silvestris";"species"
"M22_node_32";"Aglaia_spectabilis";"species"
"M22_node_33";"Agonandra_brasiliensis";"species"
"M22_node_34";"Ailuroedus_buccoides";"species"
"M22_node_35";"Ailuroedus_crassirostris";"species"
"M22_node_36";"Ailuroedus_melanotis";"species"
"M22_node_37";"Aiouea_saligna";"species"
"M22_node_38";"Alangium_chinense";"species"
"M22_node_39";"Alangium_salviifolium";"species"
"M22_node_40";"Alchornea_latifolia";"species"
"M22_node_41";"Alchornea_sidifolia";"species"
"M22_node_42";"Alchornea_triplinervia";"species"
"M22_node_43";"Alcippe_davidi";"species"
"M22_node_44";"Alcippe_morrisonia";"species"
"M22_node_45";"Alectryon_excelsus";"species"
"M22_node_46";"Alliaria_oppositifolia";"species"
"M22_node_47";"Allophylus_abyssinicus";"species"
"M22_node_48";"Allophylus_edulis";"species"
"M22_node_49";"Allophylus_ferrugineus";"species"
"M22_node_50";"Allophylus_petiolulatus";"species"
"M22_node_51";"Alopecoenas_xanthonurus";"species"
