"network_id";"original_id";"network_db";"network_interaction";"main_animal_taxa";"network_year";"network_lat";"network_lon";"habitat_type";"network_topology_type";"network_spatial_type"
"gateway_003";"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl1";"gateway";"food web";"Invertebrates";NA;46,94191;6,98683;NA;"unipartite";"Point"
"gateway_007";"Grand Caricaie  marsh dominated by Schoenus nigricans, not mown  ScControl1 ";"gateway";"food web";"Invertebrates";NA;46,94102;6,98729;NA;"unipartite";"Point"
"gateway_009";"Ythan Estuary";"gateway";"food web";"Ectotherm Vertebrates";NA;57,33845;-2,001119;"Marine";"unipartite";"Point"
"gateway_010";"AEW01";"gateway";"food web";"Invertebrates";2008;48,48;9,33;"Terrestrial Belowground";"unipartite";"Point"
"gateway_011";"AEW02";"gateway";"food web";"Invertebrates";2008;48,38;9,35;"Terrestrial Belowground";"unipartite";"Point"
"gateway_012";"AEW03";"gateway";"food web";"Invertebrates";2008;48,41;9,36;"Terrestrial Belowground";"unipartite";"Point"
"gateway_013";"AEW04";"gateway";"food web";"Invertebrates";2008;48,4;9,24;"Terrestrial Belowground";"unipartite";"Point"
"gateway_014";"AEW05";"gateway";"food web";"Invertebrates";2008;48,42;9,41;"Terrestrial Belowground";"unipartite";"Point"
"gateway_015";"AEW06";"gateway";"food web";"Invertebrates";2008;48,39;9,45;"Terrestrial Belowground";"unipartite";"Point"
"gateway_016";"AEW07";"gateway";"food web";"Invertebrates";2008;48,4;9,26;"Terrestrial Belowground";"unipartite";"Point"
"gateway_017";"AEW08";"gateway";"food web";"Invertebrates";2008;48,38;9,38;"Terrestrial Belowground";"unipartite";"Point"
"gateway_018";"AEW09";"gateway";"food web";"Invertebrates";2008;48,37;9,42;"Terrestrial Belowground";"unipartite";"Point"
"gateway_019";"AEW11";"gateway";"food web";"Invertebrates";2008;48,49;9,32;"Terrestrial Belowground";"unipartite";"Point"
"gateway_021";"AEW18";"gateway";"food web";"Invertebrates";2008;48,37;9,23;"Terrestrial Belowground";"unipartite";"Point"
"gateway_022";"AEW25";"gateway";"food web";"Invertebrates";2008;48,48;9,42;"Terrestrial Belowground";"unipartite";"Point"
"gateway_023";"AEW27";"gateway";"food web";"Invertebrates";2008;48,4;9,47;"Terrestrial Belowground";"unipartite";"Point"
