"network_id";"original_id";"network_db";"network_interaction";"main_animal_taxa";"network_year";"network_lat";"network_lon";"habitat_type";"network_topology_type";"network_spatial_type"
"AI22_742";"AI22_742";"AI22";"pollination";"Invertebrates";2015;-23,128;-46,68;NA;"bipartite";"Polygon"
"AI22_748";"AI22_748";"AI22";"pollination";"Invertebrates";2015;-23,129;-46,68;NA;"bipartite";"Polygon"
"AI22_795";"AI22_795";"AI22";"pollination";"Invertebrates";2015;-23,187;-46,526;NA;"bipartite";"Polygon"
"AI22_660";"AI22_660";"AI22";"pollination";"Invertebrates";2015;-22,959;-46,628;NA;"bipartite";"Polygon"
"AI22_656";"AI22_656";"AI22";"pollination";"Invertebrates";2015;-22,958;-46,628;NA;"bipartite";"Polygon"
"AI22_841";"AI22_841";"AI22";"pollination";"Invertebrates";2015;-23,249;-46,47;NA;"bipartite";"Polygon"
"AI22_836";"AI22_836";"AI22";"pollination";"Invertebrates";2015;-23,248;-46,47;NA;"bipartite";"Polygon"
"AI22_832";"AI22_832";"AI22";"pollination";"Invertebrates";2015;-23,239;-46,656;NA;"bipartite";"Polygon"
"AI22_729";"AI22_729";"AI22";"pollination";"Invertebrates";2015;-23,094;-46,218;NA;"bipartite";"Polygon"
"AI22_725";"AI22_725";"AI22";"pollination";"Invertebrates";2015;-23,093;-46,12;NA;"bipartite";"Polygon"
"AI22_712";"AI22_712";"AI22";"pollination";"Invertebrates";2016;-23,076;-46,488;NA;"bipartite";"Polygon"
"AI22_709";"AI22_709";"AI22";"pollination";"Invertebrates";2016;-23,076;-46,485;NA;"bipartite";"Polygon"
"AI22_745";"AI22_745";"AI22";"pollination";"Invertebrates";2016;-23,128;-46,682;NA;"bipartite";"Polygon"
"AI22_793";"AI22_793";"AI22";"pollination";"Invertebrates";2016;-23,187;-46,525;NA;"bipartite";"Polygon"
"AI22_796";"AI22_796";"AI22";"pollination";"Invertebrates";2016;-23,188;-46,524;NA;"bipartite";"Polygon"
"AI22_800";"AI22_800";"AI22";"pollination";"Invertebrates";2016;-23,188;-46,525;NA;"bipartite";"Polygon"
"AI22_655";"AI22_655";"AI22";"pollination";"Invertebrates";2016;-22,958;-46,627;NA;"bipartite";"Polygon"
"AI22_646";"AI22_646";"AI22";"pollination";"Invertebrates";2016;-22,957;-46,627;NA;"bipartite";"Polygon"
