"network_id";"node_from";"node_to";"link_type";"original_id"
"TI1";"TI_HERB_13";"TI_PLANT_16";"herbivory";"Aldryhim1985"
"TI1";"TI_HERB_13";"TI_PLANT_17";"herbivory";"Aldryhim1985"
"TI1";"TI_HERB_14";"TI_PLANT_18";"herbivory";"Aldryhim1985"
"TI1";"TI_HERB_15";"TI_PLANT_19";"herbivory";"Aldryhim1985"
"TI1";"TI_HERB_15";"TI_PLANT_20";"herbivory";"Aldryhim1985"
"TI1";"TI_HERB_15";"TI_PLANT_21";"herbivory";"Aldryhim1985"
"TI1";"TI_HERB_15";"TI_PLANT_22";"herbivory";"Aldryhim1985"
"TI1";"TI_HERB_15";"TI_PLANT_23";"herbivory";"Aldryhim1985"
"TI1";"TI_HERB_15";"TI_PLANT_24";"herbivory";"Aldryhim1985"
"TI1";"TI_HERB_15";"TI_PLANT_25";"herbivory";"Aldryhim1985"
"TI1";"TI_HERB_15";"TI_PLANT_26";"herbivory";"Aldryhim1985"
"TI1";"TI_HERB_15";"TI_PLANT_27";"herbivory";"Aldryhim1985"
"TI1";"TI_HERB_15";"TI_PLANT_28";"herbivory";"Aldryhim1985"
"TI1";"TI_HERB_15";"TI_PLANT_29";"herbivory";"Aldryhim1985"
"TI1";"TI_HERB_15";"TI_PLANT_30";"herbivory";"Aldryhim1985"
"TI1";"TI_HERB_15";"TI_PLANT_31";"herbivory";"Aldryhim1985"
"TI1";"TI_HERB_15";"TI_PLANT_32";"herbivory";"Aldryhim1985"
"TI1";"TI_HERB_15";"TI_PLANT_33";"herbivory";"Aldryhim1985"
"TI1";"TI_HERB_15";"TI_PLANT_34";"herbivory";"Aldryhim1985"
"TI1";"TI_HERB_15";"TI_PLANT_35";"herbivory";"Aldryhim1985"
"TI1";"TI_HERB_15";"TI_PLANT_36";"herbivory";"Aldryhim1985"
"TI1";"TI_HERB_15";"TI_PLANT_37";"herbivory";"Aldryhim1985"
"TI1";"TI_HERB_15";"TI_PLANT_38";"herbivory";"Aldryhim1985"
"TI1";"TI_HERB_15";"TI_PLANT_39";"herbivory";"Aldryhim1985"
"TI1";"TI_HERB_15";"TI_PLANT_40";"herbivory";"Aldryhim1985"
"TI1";"TI_HERB_15";"TI_PLANT_41";"herbivory";"Aldryhim1985"
"TI1";"TI_HERB_16";"TI_PLANT_20";"herbivory";"Aldryhim1985"
"TI1";"TI_HERB_16";"TI_PLANT_24";"herbivory";"Aldryhim1985"
"TI1";"TI_HERB_16";"TI_PLANT_42";"herbivory";"Aldryhim1985"
"TI1";"TI_HERB_16";"TI_PLANT_43";"herbivory";"Aldryhim1985"
"TI1";"TI_HERB_16";"TI_PLANT_44";"herbivory";"Aldryhim1985"
"TI1";"TI_HERB_16";"TI_PLANT_45";"herbivory";"Aldryhim1985"
"TI1";"TI_HERB_16";"TI_PLANT_39";"herbivory";"Aldryhim1985"
"TI1";"TI_HERB_16";"TI_PLANT_46";"herbivory";"Aldryhim1985"
"TI1";"TI_HERB_17";"TI_PLANT_47";"herbivory";"Aldryhim1985"
"TI1";"TI_HERB_18";"TI_PLANT_48";"herbivory";"Aldryhim1985"
"TI1";"TI_HERB_18";"TI_PLANT_49";"herbivory";"Aldryhim1985"
"TI1";"TI_HERB_18";"TI_PLANT_50";"herbivory";"Aldryhim1985"
"TI1";"TI_HERB_18";"TI_PLANT_51";"herbivory";"Aldryhim1985"
"TI1";"TI_HERB_18";"TI_PLANT_52";"herbivory";"Aldryhim1985"
"TI1";"TI_HERB_18";"TI_PLANT_19";"herbivory";"Aldryhim1985"
"TI1";"TI_HERB_18";"TI_PLANT_53";"herbivory";"Aldryhim1985"
"TI1";"TI_HERB_18";"TI_PLANT_54";"herbivory";"Aldryhim1985"
"TI1";"TI_HERB_18";"TI_PLANT_22";"herbivory";"Aldryhim1985"
"TI1";"TI_HERB_18";"TI_PLANT_55";"herbivory";"Aldryhim1985"
"TI1";"TI_HERB_18";"TI_PLANT_56";"herbivory";"Aldryhim1985"
"TI1";"TI_HERB_18";"TI_PLANT_24";"herbivory";"Aldryhim1985"
"TI1";"TI_HERB_18";"TI_PLANT_25";"herbivory";"Aldryhim1985"
"TI1";"TI_HERB_18";"TI_PLANT_26";"herbivory";"Aldryhim1985"
"TI1";"TI_HERB_18";"TI_PLANT_57";"herbivory";"Aldryhim1985"
"TI1";"TI_HERB_18";"TI_PLANT_58";"herbivory";"Aldryhim1985"
"TI1";"TI_HERB_18";"TI_PLANT_18";"herbivory";"Aldryhim1985"
"TI1";"TI_HERB_18";"TI_PLANT_59";"herbivory";"Aldryhim1985"
"TI1";"TI_HERB_18";"TI_PLANT_60";"herbivory";"Aldryhim1985"
"TI1";"TI_HERB_18";"TI_PLANT_61";"herbivory";"Aldryhim1985"
"TI1";"TI_HERB_18";"TI_PLANT_17";"herbivory";"Aldryhim1985"
"TI1";"TI_HERB_18";"TI_PLANT_62";"herbivory";"Aldryhim1985"
"TI1";"TI_HERB_18";"TI_PLANT_63";"herbivory";"Aldryhim1985"
"TI1";"TI_HERB_18";"TI_PLANT_64";"herbivory";"Aldryhim1985"
"TI1";"TI_HERB_18";"TI_PLANT_36";"herbivory";"Aldryhim1985"
"TI1";"TI_HERB_18";"TI_PLANT_65";"herbivory";"Aldryhim1985"
"TI1";"TI_HERB_18";"TI_PLANT_66";"herbivory";"Aldryhim1985"
"TI1";"TI_HERB_18";"TI_PLANT_67";"herbivory";"Aldryhim1985"
"TI1";"TI_HERB_18";"TI_PLANT_68";"herbivory";"Aldryhim1985"
"TI1";"TI_HERB_18";"TI_PLANT_39";"herbivory";"Aldryhim1985"
"TI1";"TI_HERB_18";"TI_PLANT_69";"herbivory";"Aldryhim1985"
"TI1";"TI_HERB_19";"TI_PLANT_30";"herbivory";"Aldryhim1985"
"TI1";"TI_HERB_20";"TI_PLANT_70";"herbivory";"Aldryhim1985"
"TI1";"TI_HERB_20";"TI_PLANT_71";"herbivory";"Aldryhim1985"
"TI1";"TI_HERB_21";"TI_PLANT_65";"herbivory";"Aldryhim1985"
"TI1";"TI_HERB_22";"TI_PLANT_22";"herbivory";"Aldryhim1985"
"TI1";"TI_HERB_23";"TI_PLANT_72";"herbivory";"Aldryhim1985"
"TI1";"TI_HERB_24";"TI_PLANT_70";"herbivory";"Aldryhim1985"
"TI1";"TI_HERB_24";"TI_PLANT_35";"herbivory";"Aldryhim1985"
"TI1";"TI_HERB_25";"TI_PLANT_73";"herbivory";"Aldryhim1985"
"TI1";"TI_HERB_26";"TI_PLANT_74";"herbivory";"Aldryhim1985"
"TI1";"TI_HERB_27";"TI_PLANT_75";"herbivory";"Aldryhim1985"
"TI1";"TI_HERB_27";"TI_PLANT_43";"herbivory";"Aldryhim1985"
"TI1";"TI_HERB_27";"TI_PLANT_74";"herbivory";"Aldryhim1985"
"TI1";"TI_HERB_27";"TI_PLANT_76";"herbivory";"Aldryhim1985"
"TI1";"TI_HERB_27";"TI_PLANT_77";"herbivory";"Aldryhim1985"
"TI1";"TI_HERB_28";"TI_PLANT_78";"herbivory";"Aldryhim1985"
"TI1";"TI_HERB_28";"TI_PLANT_79";"herbivory";"Aldryhim1985"
"TI1";"TI_HERB_28";"TI_PLANT_80";"herbivory";"Aldryhim1985"
"TI1";"TI_HERB_29";"TI_PLANT_81";"herbivory";"Aldryhim1985"
"TI1";"TI_HERB_29";"TI_PLANT_80";"herbivory";"Aldryhim1985"
"TI1";"TI_HERB_30";"TI_PLANT_82";"herbivory";"Aldryhim1985"
"TI1";"TI_HERB_30";"TI_PLANT_83";"herbivory";"Aldryhim1985"
"TI1";"TI_HERB_31";"TI_PLANT_84";"herbivory";"Aldryhim1985"
"TI1";"TI_HERB_31";"TI_PLANT_81";"herbivory";"Aldryhim1985"
"TI1";"TI_HERB_32";"TI_PLANT_85";"herbivory";"Aldryhim1985"
"TI1";"TI_HERB_33";"TI_PLANT_86";"herbivory";"Aldryhim1985"
"TI1";"TI_HERB_34";"TI_PLANT_40";"herbivory";"Aldryhim1985"
"TI1";"TI_HERB_35";"TI_PLANT_31";"herbivory";"Aldryhim1985"
"TI1";"TI_HERB_36";"TI_PLANT_40";"herbivory";"Aldryhim1985"
"TI1";"TI_HERB_37";"TI_PLANT_18";"herbivory";"Aldryhim1985"
"TI1";"TI_HERB_38";"TI_PLANT_87";"herbivory";"Aldryhim1985"
"TI1";"TI_HERB_38";"TI_PLANT_49";"herbivory";"Aldryhim1985"
"TI1";"TI_HERB_38";"TI_PLANT_88";"herbivory";"Aldryhim1985"
"TI1";"TI_HERB_39";"TI_PLANT_89";"herbivory";"Aldryhim1985"
"TI1";"TI_HERB_40";"TI_PLANT_89";"herbivory";"Aldryhim1985"
"TI1";"TI_HERB_41";"TI_PLANT_90";"herbivory";"Aldryhim1985"
"TI1";"TI_HERB_42";"TI_PLANT_91";"herbivory";"Aldryhim1985"
"TI1";"TI_HERB_43";"TI_PLANT_89";"herbivory";"Aldryhim1985"
"TI1";"TI_HERB_44";"TI_PLANT_92";"herbivory";"Aldryhim1985"
"TI1";"TI_HERB_45";"TI_PLANT_88";"herbivory";"Aldryhim1985"
"TI1";"TI_HERB_45";"TI_PLANT_37";"herbivory";"Aldryhim1985"
"TI1";"TI_HERB_46";"TI_PLANT_93";"herbivory";"Aldryhim1985"
"TI1";"TI_HERB_46";"TI_PLANT_51";"herbivory";"Aldryhim1985"
"TI1";"TI_HERB_46";"TI_PLANT_22";"herbivory";"Aldryhim1985"
"TI1";"TI_HERB_46";"TI_PLANT_94";"herbivory";"Aldryhim1985"
"TI1";"TI_HERB_46";"TI_PLANT_95";"herbivory";"Aldryhim1985"
"TI1";"TI_HERB_46";"TI_PLANT_96";"herbivory";"Aldryhim1985"
"TI1";"TI_HERB_46";"TI_PLANT_97";"herbivory";"Aldryhim1985"
"TI1";"TI_HERB_46";"TI_PLANT_64";"herbivory";"Aldryhim1985"
"TI1";"TI_HERB_46";"TI_PLANT_36";"herbivory";"Aldryhim1985"
"TI1";"TI_HERB_46";"TI_PLANT_98";"herbivory";"Aldryhim1985"
"TI1";"TI_HERB_47";"TI_PLANT_81";"herbivory";"Aldryhim1985"
"TI1";"TI_HERB_48";"TI_PLANT_99";"herbivory";"Aldryhim1985"
"TI1";"TI_HERB_48";"TI_PLANT_100";"herbivory";"Aldryhim1985"
"TI1";"TI_HERB_48";"TI_PLANT_101";"herbivory";"Aldryhim1985"
"TI1";"TI_HERB_48";"TI_PLANT_102";"herbivory";"Aldryhim1985"
"TI1";"TI_HERB_48";"TI_PLANT_103";"herbivory";"Aldryhim1985"
"TI1";"TI_HERB_48";"TI_PLANT_55";"herbivory";"Aldryhim1985"
"TI1";"TI_HERB_48";"TI_PLANT_19";"herbivory";"Aldryhim1985"
"TI1";"TI_HERB_48";"TI_PLANT_20";"herbivory";"Aldryhim1985"
"TI1";"TI_HERB_48";"TI_PLANT_22";"herbivory";"Aldryhim1985"
"TI1";"TI_HERB_48";"TI_PLANT_104";"herbivory";"Aldryhim1985"
"TI1";"TI_HERB_48";"TI_PLANT_105";"herbivory";"Aldryhim1985"
"TI1";"TI_HERB_48";"TI_PLANT_18";"herbivory";"Aldryhim1985"
"TI1";"TI_HERB_48";"TI_PLANT_60";"herbivory";"Aldryhim1985"
"TI1";"TI_HERB_48";"TI_PLANT_94";"herbivory";"Aldryhim1985"
"TI1";"TI_HERB_48";"TI_PLANT_106";"herbivory";"Aldryhim1985"
"TI1";"TI_HERB_48";"TI_PLANT_61";"herbivory";"Aldryhim1985"
"TI1";"TI_HERB_48";"TI_PLANT_107";"herbivory";"Aldryhim1985"
"TI1";"TI_HERB_48";"TI_PLANT_108";"herbivory";"Aldryhim1985"
"TI1";"TI_HERB_48";"TI_PLANT_97";"herbivory";"Aldryhim1985"
