"network_id";"null_model";"replicate";"metric";"value"
"B22_7_degdist";"degree_distribution";2;"richness";330
"B22_7_degdist";"degree_distribution";2;"connectance";0,0335680751173709
"B22_7_degdist";"degree_distribution";2;"degree.shannon";5,12588747701967
"B22_7_degdist";"degree_distribution";2;"degree.mean";2,6
"B22_7_degdist";"degree_distribution";2;"degree.sd";4,35617857683923
"B22_7_degdist";"degree_distribution";2;"degree.skewness";4,18154628808532
"B22_7_degdist";"degree_distribution";2;"degree.kurtosis";22,0038313340476
"B22_7_degdist";"degree_distribution";2;"modularity.betweenness";0,722118984356747
"B22_7_degdist";"degree_distribution";2;"modularity.infomap";0,690389641438592
"B22_7_degdist";"degree_distribution";2;"nestedness";4,61808416396121
"B22_7_degdist";"degree_distribution";2;"centrality.degree";0,0837904959596708
"B22_7_degdist";"degree_distribution";2;"centrality.eigen";0,731840616921493
"B22_7_degdist";"degree_distribution";2;"interaction.overlap";0,0518969335025104
"B22_7_degdist";"degree_distribution";2;"link.density";2,6
