"network_id";"null_model";"replicate";"metric";"value"
"AI22_30_degdist";"degree_distribution";81;"richness";33
"AI22_30_degdist";"degree_distribution";81;"connectance";0,133603238866397
"AI22_30_degdist";"degree_distribution";81;"degree.shannon";3,21772232197693
"AI22_30_degdist";"degree_distribution";81;"degree.mean";2
"AI22_30_degdist";"degree_distribution";81;"degree.sd";1,82002747232013
"AI22_30_degdist";"degree_distribution";81;"degree.skewness";2,55819968606405
"AI22_30_degdist";"degree_distribution";81;"degree.kurtosis";9,22801708793165
"AI22_30_degdist";"degree_distribution";81;"modularity.betweenness";0,612029384756657
"AI22_30_degdist";"degree_distribution";81;"modularity.infomap";0,61386593204775
"AI22_30_degdist";"degree_distribution";81;"nestedness";13,339552238806
"AI22_30_degdist";"degree_distribution";81;"centrality.degree";0,232862903225806
"AI22_30_degdist";"degree_distribution";81;"centrality.eigen";0,486816930187885
"AI22_30_degdist";"degree_distribution";81;"interaction.overlap";0,181928755005678
"AI22_30_degdist";"degree_distribution";81;"link.density";2
