"network_id";"null_model";"replicate";"metric";"value"
"TI138_degdist";"degree_distribution";99;"richness";249
"TI138_degdist";"degree_distribution";99;"connectance";0,0691268191268191
"TI138_degdist";"degree_distribution";99;"degree.shannon";4,56878328400171
"TI138_degdist";"degree_distribution";99;"degree.mean";3,20481927710843
"TI138_degdist";"degree_distribution";99;"degree.sd";7,88029243994039
"TI138_degdist";"degree_distribution";99;"degree.skewness";6,65490674353604
"TI138_degdist";"degree_distribution";99;"degree.kurtosis";51,4784105471506
"TI138_degdist";"degree_distribution";99;"modularity.betweenness";0,495813468508364
"TI138_degdist";"degree_distribution";99;"modularity.infomap";0,495976784065427
"TI138_degdist";"degree_distribution";99;"nestedness";14,7984403210503
"TI138_degdist";"degree_distribution";99;"centrality.degree";0,279646075486483
"TI138_degdist";"degree_distribution";99;"centrality.eigen";0,480780605485239
"TI138_degdist";"degree_distribution";99;"interaction.overlap";0,0808041031287485
"TI138_degdist";"degree_distribution";99;"link.density";3,20481927710843
