"network_id";"null_model";"replicate";"metric";"value"
"mangal_1025_degdist";"degree_distribution";70;"richness";32
"mangal_1025_degdist";"degree_distribution";70;"connectance";0,454166666666667
"mangal_1025_degdist";"degree_distribution";70;"degree.shannon";3,32632352898988
"mangal_1025_degdist";"degree_distribution";70;"degree.mean";6,8125
"mangal_1025_degdist";"degree_distribution";70;"degree.sd";3,54180107271847
"mangal_1025_degdist";"degree_distribution";70;"degree.skewness";0,219052317858967
"mangal_1025_degdist";"degree_distribution";70;"degree.kurtosis";2,01167258246549
"mangal_1025_degdist";"degree_distribution";70;"modularity.betweenness";0,00492382796060942
"mangal_1025_degdist";"degree_distribution";70;"modularity.infomap";0
"mangal_1025_degdist";"degree_distribution";70;"nestedness";48,9310412961865
"mangal_1025_degdist";"degree_distribution";70;"centrality.degree";0,247311827956989
"mangal_1025_degdist";"degree_distribution";70;"centrality.eigen";0,259688465401277
"mangal_1025_degdist";"degree_distribution";70;"interaction.overlap";0,582446502760139
"mangal_1025_degdist";"degree_distribution";70;"link.density";6,8125
