"network_id";"null_model";"replicate";"metric";"value"
"M22_61_degdist";"degree_distribution";77;"richness";35
"M22_61_degdist";"degree_distribution";77;"connectance";0,329166666666667
"M22_61_degdist";"degree_distribution";77;"degree.shannon";3,26242761503536
"M22_61_degdist";"degree_distribution";77;"degree.mean";4,51428571428571
"M22_61_degdist";"degree_distribution";77;"degree.sd";3,88338412585049
"M22_61_degdist";"degree_distribution";77;"degree.skewness";1,80183615769932
"M22_61_degdist";"degree_distribution";77;"degree.kurtosis";6,01677738367597
"M22_61_degdist";"degree_distribution";77;"modularity.betweenness";0,252683864765262
"M22_61_degdist";"degree_distribution";77;"modularity.infomap";0
"M22_61_degdist";"degree_distribution";77;"nestedness";44,4377852761539
"M22_61_degdist";"degree_distribution";77;"centrality.degree";0,389483065953654
"M22_61_degdist";"degree_distribution";77;"centrality.eigen";0,328289097803174
"M22_61_degdist";"degree_distribution";77;"interaction.overlap";0,435874917906168
"M22_61_degdist";"degree_distribution";77;"link.density";4,51428571428571
