"network_id";"null_model";"replicate";"metric";"value"
"mangal_1020_degdist";"degree_distribution";68;"richness";30
"mangal_1020_degdist";"degree_distribution";68;"connectance";0,343434343434343
"mangal_1020_degdist";"degree_distribution";68;"degree.shannon";3,15978022372459
"mangal_1020_degdist";"degree_distribution";68;"degree.mean";4,53333333333333
"mangal_1020_degdist";"degree_distribution";68;"degree.sd";3,32942299374296
"mangal_1020_degdist";"degree_distribution";68;"degree.skewness";1,0330636736214
"mangal_1020_degdist";"degree_distribution";68;"degree.kurtosis";3,14680639905479
"mangal_1020_degdist";"degree_distribution";68;"modularity.betweenness";0
"mangal_1020_degdist";"degree_distribution";68;"modularity.infomap";0
"mangal_1020_degdist";"degree_distribution";68;"nestedness";35,4098187947745
"mangal_1020_degdist";"degree_distribution";68;"centrality.degree";0,312807881773399
"mangal_1020_degdist";"degree_distribution";68;"centrality.eigen";0,328151919716097
"mangal_1020_degdist";"degree_distribution";68;"interaction.overlap";0,434006303374493
"mangal_1020_degdist";"degree_distribution";68;"link.density";4,53333333333333
