"","TI_HERB_5023","TI_HERB_5024","TI_HERB_5025","TI_HERB_5026","TI_HERB_5027","TI_HERB_5028","TI_HERB_5029","TI_HERB_5030","TI_HERB_5031","TI_HERB_5032","TI_HERB_5033","TI_HERB_5034","TI_HERB_5035","TI_HERB_5036","TI_HERB_5037","TI_HERB_5038","TI_HERB_5039","TI_HERB_5040","TI_HERB_5041","TI_HERB_5042","TI_HERB_5043","TI_HERB_5044","TI_HERB_5045","TI_HERB_5046","TI_HERB_5047","TI_HERB_5048","TI_HERB_5049","TI_HERB_5050","TI_HERB_5051","TI_HERB_5052","TI_HERB_5053","TI_HERB_5054","TI_HERB_5055","TI_HERB_5056","TI_HERB_5057","TI_HERB_5058","TI_HERB_5059","TI_HERB_5060","TI_HERB_5061","TI_HERB_5062","TI_HERB_5063","TI_HERB_5064","TI_HERB_5065","TI_HERB_5066","TI_HERB_5067","TI_HERB_5068","TI_HERB_5069","TI_HERB_5070","TI_HERB_5071","TI_HERB_5072","TI_HERB_5073","TI_HERB_5074","TI_HERB_5075","TI_HERB_5076","TI_HERB_5077","TI_HERB_5078","TI_HERB_5079","TI_HERB_5080","TI_HERB_5081","TI_HERB_5082","TI_HERB_5083","TI_HERB_5084","TI_HERB_5085","TI_HERB_5086","TI_HERB_5087","TI_HERB_5088","TI_HERB_5089","TI_HERB_5090","TI_HERB_5091","TI_HERB_5092","TI_HERB_5093","TI_HERB_5094","TI_HERB_5095","TI_HERB_5096","TI_HERB_5097","TI_HERB_5098","TI_HERB_5099","TI_HERB_5100","TI_HERB_5101","TI_HERB_5102","TI_HERB_5103","TI_HERB_5104","TI_HERB_5105","TI_HERB_5106","TI_HERB_5107","TI_HERB_5108","TI_HERB_5109","TI_HERB_5110","TI_HERB_5111","TI_HERB_5112","TI_HERB_5113","TI_HERB_5114","TI_HERB_5115","TI_HERB_5116","TI_HERB_5117","TI_HERB_5118","TI_HERB_5119","TI_HERB_5120","TI_HERB_5121","TI_HERB_5122","TI_HERB_5123","TI_HERB_5124","TI_HERB_5125","TI_HERB_5126","TI_HERB_5127","TI_HERB_5128","TI_HERB_5129","TI_HERB_5130","TI_HERB_5131","TI_HERB_5132","TI_HERB_5133","TI_HERB_5134","TI_HERB_5135","TI_HERB_5136","TI_HERB_5137","TI_HERB_5138","TI_HERB_5139","TI_HERB_5140","TI_HERB_5141","TI_HERB_5142","TI_HERB_5143","TI_HERB_5144","TI_HERB_5145","TI_HERB_5146","TI_HERB_5147","TI_HERB_5148","TI_HERB_5149","TI_HERB_5150","TI_HERB_5151","TI_HERB_5152","TI_HERB_5153","TI_HERB_5154","TI_HERB_5155","TI_HERB_5156","TI_HERB_5157","TI_HERB_5158","TI_HERB_5159","TI_HERB_5160","TI_HERB_5161","TI_HERB_5162","TI_HERB_5163","TI_HERB_5164","TI_HERB_5165","TI_HERB_5166","TI_HERB_5167","TI_HERB_5168","TI_HERB_5169","TI_HERB_5170","TI_HERB_5171","TI_HERB_5172","TI_HERB_5173","TI_HERB_5174","TI_HERB_5175","TI_HERB_5176","TI_HERB_5177","TI_HERB_5178","TI_HERB_5179","TI_HERB_5180","TI_HERB_5181","TI_HERB_5182","TI_HERB_5183","TI_HERB_5184","TI_HERB_5185","TI_HERB_5186","TI_HERB_5187","TI_HERB_5188","TI_HERB_5189","TI_HERB_5190","TI_HERB_5191","TI_HERB_5192","TI_HERB_5193","TI_HERB_5194","TI_HERB_5195","TI_HERB_5196","TI_HERB_5197","TI_HERB_5198","TI_HERB_5199","TI_HERB_5200","TI_HERB_5201","TI_HERB_5202","TI_HERB_5203","TI_HERB_5204","TI_HERB_5205","TI_HERB_5206","TI_HERB_5207","TI_HERB_5208","TI_HERB_5209","TI_HERB_5210","TI_HERB_5211","TI_HERB_5212","TI_HERB_5213","TI_HERB_5214","TI_HERB_5215","TI_HERB_5216","TI_HERB_5217","TI_HERB_5218","TI_HERB_5219","TI_HERB_5220","TI_HERB_5221","TI_HERB_5222","TI_HERB_5223","TI_HERB_5224","TI_HERB_5225","TI_HERB_5226","TI_HERB_5227","TI_HERB_5228","TI_HERB_5229","TI_HERB_5230","TI_HERB_5231","TI_HERB_5232","TI_HERB_5233","TI_HERB_5234","TI_HERB_5235","TI_HERB_5236","TI_HERB_5237","TI_HERB_5238","TI_HERB_5239","TI_HERB_5240","TI_HERB_5241","TI_HERB_5242","TI_HERB_5243","TI_HERB_5244","TI_HERB_5245","TI_HERB_5246","TI_HERB_5247","TI_HERB_5248","TI_HERB_5249","TI_HERB_5250","TI_HERB_5251","TI_HERB_5252","TI_HERB_5253","TI_HERB_5254","TI_HERB_5255","TI_HERB_5256","TI_HERB_5257","TI_HERB_5258","TI_HERB_5259","TI_HERB_5260","TI_HERB_5261","TI_HERB_5262","TI_HERB_5263","TI_HERB_5264","TI_HERB_5265","TI_HERB_5266","TI_HERB_5267","TI_HERB_5268","TI_HERB_5269","TI_HERB_5270","TI_HERB_5271","TI_HERB_5272","TI_HERB_5273","TI_HERB_5274","TI_HERB_5275","TI_HERB_5276","TI_HERB_5277","TI_HERB_5278","TI_HERB_5279","TI_HERB_5280","TI_HERB_5281","TI_HERB_5282","TI_HERB_5283","TI_HERB_5284","TI_HERB_5285","TI_HERB_5286","TI_HERB_5287","TI_HERB_5288","TI_HERB_5289","TI_HERB_5290","TI_HERB_5291","TI_HERB_5292","TI_HERB_5293","TI_HERB_5294","TI_HERB_5295","TI_HERB_5296","TI_HERB_5297","TI_HERB_5298","TI_HERB_5299","TI_HERB_5300","TI_HERB_5301","TI_HERB_5302","TI_HERB_5303","TI_HERB_5304","TI_HERB_5305","TI_HERB_5306","TI_HERB_5307","TI_HERB_5308","TI_HERB_5309","TI_HERB_5310","TI_HERB_5311","TI_HERB_5312","TI_HERB_5313","TI_HERB_5314","TI_HERB_5315","TI_HERB_5316","TI_HERB_5317","TI_HERB_5318","TI_HERB_5319","TI_HERB_5320","TI_HERB_5321","TI_HERB_5322","TI_HERB_5323","TI_HERB_5324","TI_HERB_5325","TI_HERB_5326","TI_HERB_5327","TI_HERB_5328","TI_HERB_5329","TI_HERB_5330","TI_HERB_5331","TI_HERB_5332","TI_HERB_5333","TI_HERB_5334","TI_HERB_5335","TI_HERB_5336","TI_HERB_5337","TI_HERB_5338","TI_HERB_5339","TI_HERB_5340","TI_HERB_5341","TI_HERB_5342","TI_HERB_5343","TI_HERB_5344","TI_HERB_5345","TI_HERB_5346","TI_HERB_5347","TI_HERB_5348","TI_HERB_5349","TI_HERB_5350","TI_HERB_5351","TI_HERB_5352","TI_HERB_5353","TI_HERB_5354","TI_HERB_5355","TI_HERB_5356","TI_HERB_5357","TI_HERB_5358","TI_HERB_5359","TI_HERB_5360","TI_HERB_5361","TI_HERB_5362","TI_HERB_5363","TI_HERB_5364","TI_HERB_5365","TI_HERB_5366","TI_HERB_5367","TI_HERB_5368","TI_HERB_5369","TI_HERB_5370","TI_HERB_5371","TI_HERB_5372","TI_HERB_5373","TI_HERB_5374"
"TI_PLANT_4614",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TI_PLANT_4615",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TI_PLANT_4616",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TI_PLANT_4617",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TI_PLANT_4618",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TI_PLANT_4619",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TI_PLANT_4620",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TI_PLANT_4621",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TI_PLANT_4622",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TI_PLANT_4623",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
