"network_id";"null_model";"replicate";"metric";"value"
"gateway_227_degdist";"degree_distribution";30;"richness";37
"gateway_227_degdist";"degree_distribution";30;"connectance";0,52027027027027
"gateway_227_degdist";"degree_distribution";30;"degree.shannon";3,56289397635033
"gateway_227_degdist";"degree_distribution";30;"degree.mean";18,7297297297297
"gateway_227_degdist";"degree_distribution";30;"degree.sd";5,44491938848934
"gateway_227_degdist";"degree_distribution";30;"degree.skewness";-0,53728958979117
"gateway_227_degdist";"degree_distribution";30;"degree.kurtosis";5,22869322658528
"gateway_227_degdist";"degree_distribution";30;"modularity.betweenness";0,0131202771895413
"gateway_227_degdist";"degree_distribution";30;"modularity.infomap";0
"gateway_227_degdist";"degree_distribution";30;"nestedness";29,6846128781983
"gateway_227_degdist";"degree_distribution";30;"centrality.degree";0,404761904761905
"gateway_227_degdist";"degree_distribution";30;"centrality.eigen";0,131699513065079
"gateway_227_degdist";"degree_distribution";30;"interaction.overlap";0,522995319257717
"gateway_227_degdist";"degree_distribution";30;"link.density";18,7297297297297
