"network_id";"metric";"value"
"P22_029";"richness";33
"P22_029";"connectance";0,137254901960784
"P22_029";"degree.shannon";3,25527709643614
"P22_029";"degree.mean";2,12121212121212
"P22_029";"degree.sd";1,7276714053455
"P22_029";"degree.skewness";2,35821632444912
"P22_029";"degree.kurtosis";9,15063556455977
"P22_029";"modularity.betweenness";0,602857142857143
"P22_029";"modularity.infomap";0,597551020408163
"P22_029";"nestedness";12,6937984496124
"P22_029";"centrality.degree";0,22883064516129
"P22_029";"centrality.eigen";0,479127392096908
"P22_029";"interaction.overlap";0,177982313982314
"P22_029";"link.density";2,12121212121212
