"network_id";"metric";"value"
"TI142";"richness";48
"TI142";"connectance";0,0527272727272727
"TI142";"degree.shannon";3,75558044811594
"TI142";"degree.mean";1,20833333333333
"TI142";"degree.sd";0,770695550269803
"TI142";"degree.skewness";5,26624226758993
"TI142";"degree.kurtosis";32,5942080641568
"TI142";"modularity.betweenness";0,898929845422117
"TI142";"modularity.infomap";0,898929845422116
"TI142";"nestedness";1,2589928057554
"TI142";"centrality.degree";0,106382978723404
"TI142";"centrality.eigen";0,885968491050361
"TI142";"interaction.overlap";0,0528335301062574
"TI142";"link.density";1,20833333333333
