"network_id";"metric";"value"
"D21_63";"richness";35
"D21_63";"connectance";0,234848484848485
"D21_63";"degree.shannon";3,32219388008279
"D21_63";"degree.mean";3,54285714285714
"D21_63";"degree.sd";2,55921469047299
"D21_63";"degree.skewness";1,10867205981687
"D21_63";"degree.kurtosis";3,62216380891877
"D21_63";"modularity.betweenness";0,359651404786681
"D21_63";"modularity.infomap";0,356269510926119
"D21_63";"nestedness";21,7961165048544
"D21_63";"centrality.degree";0,232620320855615
"D21_63";"centrality.eigen";0,413760056508205
"D21_63";"interaction.overlap";0,282200398316101
"D21_63";"link.density";3,54285714285714
