"network_id";"metric";"value"
"TI14";"richness";116
"TI14";"connectance";0,0365853658536585
"TI14";"degree.shannon";4,32378568485115
"TI14";"degree.mean";1,70689655172414
"TI14";"degree.sd";2,42815815464891
"TI14";"degree.skewness";6,06194535400622
"TI14";"degree.kurtosis";46,3111229045919
"TI14";"modularity.betweenness";0,820630547903275
"TI14";"modularity.infomap";0,795224977043158
"TI14";"nestedness";2,28271008225218
"TI14";"centrality.degree";0,17955758962624
"TI14";"centrality.eigen";0,776731652644918
"TI14";"interaction.overlap";0,0425868220218137
"TI14";"link.density";1,70689655172414
