"network_id";"metric";"value"
"mangal_1236";"richness";40
"mangal_1236";"connectance";0,194871794871795
"mangal_1236";"degree.shannon";3,34177956237099
"mangal_1236";"degree.mean";7,6
"mangal_1236";"degree.sd";6,94594513699567
"mangal_1236";"degree.skewness";1,4125033781574
"mangal_1236";"degree.kurtosis";4,22772846383451
"mangal_1236";"modularity.betweenness";0,276640408587258
"mangal_1236";"modularity.infomap";0,276640408587258
"mangal_1236";"nestedness";34,2572122866241
"mangal_1236";"centrality.degree";0,628879892037787
"mangal_1236";"centrality.eigen";0,420002666054273
"mangal_1236";"interaction.overlap";0,364860870290067
"mangal_1236";"link.density";7,6
