"network_id";"metric";"value"
"WOL_261";"richness";32
"WOL_261";"connectance";0,274193548387097
"WOL_261";"degree.shannon";3,35982850909032
"WOL_261";"degree.mean";8,5
"WOL_261";"degree.sd";3,99192733788677
"WOL_261";"degree.skewness";0,493056290014429
"WOL_261";"degree.kurtosis";2,12335884869445
"WOL_261";"modularity.betweenness";0,0502811418685121
"WOL_261";"modularity.infomap";0
"WOL_261";"nestedness";18,6398665178907
"WOL_261";"centrality.degree";0,288172043010753
"WOL_261";"centrality.eigen";0,253617231804024
"WOL_261";"interaction.overlap";0,309181036021895
"WOL_261";"link.density";8,5
