"network_id";"metric";"value"
"TI158";"richness";106
"TI158";"connectance";0,0266316579144786
"TI158";"degree.shannon";4,44875497481999
"TI158";"degree.mean";1,33962264150943
"TI158";"degree.sd";1,3157419956441
"TI158";"degree.skewness";7,14447427040997
"TI158";"degree.kurtosis";60,9036150985742
"TI158";"modularity.betweenness";0,936718904979171
"TI158";"modularity.infomap";0,93671890497917
"TI158";"nestedness";0,246739513570673
"TI158";"centrality.degree";0,113186813186813
"TI158";"centrality.eigen";0,895617236394044
"TI158";"interaction.overlap";0,0692854665279223
"TI158";"link.density";1,33962264150943
