"network_id";"metric";"value"
"B22_9";"richness";64
"B22_9";"connectance";0,221739130434783
"B22_9";"degree.shannon";3,85229079578526
"B22_9";"degree.mean";6,375
"B22_9";"degree.sd";5,18085609154219
"B22_9";"degree.skewness";1,08745119598409
"B22_9";"degree.kurtosis";3,59310133552208
"B22_9";"modularity.betweenness";0,108335736255286
"B22_9";"modularity.infomap";0,103698096885813
"B22_9";"nestedness";41,6604444167965
"B22_9";"centrality.degree";0,256016385048643
"B22_9";"centrality.eigen";0,439365593159315
"B22_9";"interaction.overlap";0,289132371476439
"B22_9";"link.density";6,375
