"network_id";"metric";"value"
"P22_051";"richness";78
"P22_051";"connectance";0,0929078014184397
"P22_051";"degree.shannon";3,8899010896015
"P22_051";"degree.mean";3,35897435897436
"P22_051";"degree.sd";3,83414041222185
"P22_051";"degree.skewness";2,11203038255937
"P22_051";"degree.kurtosis";6,92470271926638
"P22_051";"modularity.betweenness";0,492453819707476
"P22_051";"modularity.infomap";0,48572344268982
"P22_051";"nestedness";13,99072296865
"P22_051";"centrality.degree";0,195146958304853
"P22_051";"centrality.eigen";0,479114130966767
"P22_051";"interaction.overlap";0,226901832801412
"P22_051";"link.density";3,35897435897436
