"network_id";"metric";"value"
"P22_416";"richness";81
"P22_416";"connectance";0,0617559523809524
"P22_416";"degree.shannon";4,03332495104065
"P22_416";"degree.mean";2,04938271604938
"P22_416";"degree.sd";2,22991723258903
"P22_416";"degree.skewness";3,45638261126673
"P22_416";"degree.kurtosis";17,4903600502937
"P22_416";"modularity.betweenness";0,709899840325156
"P22_416";"modularity.infomap";0,707504717665844
"P22_416";"nestedness";4,21741452991453
"P22_416";"centrality.degree";0,165981012658228
"P22_416";"centrality.eigen";0,614295884644023
"P22_416";"interaction.overlap";0,117169380813651
"P22_416";"link.density";2,04938271604938
