"network_id";"metric";"value"
"P22_279";"richness";42
"P22_279";"connectance";0,157575757575758
"P22_279";"degree.shannon";3,37262339154567
"P22_279";"degree.mean";2,47619047619048
"P22_279";"degree.sd";2,4617869301918
"P22_279";"degree.skewness";1,91025342006035
"P22_279";"degree.kurtosis";5,86848558098783
"P22_279";"modularity.betweenness";0,522744082840237
"P22_279";"modularity.infomap";0,524593195266272
"P22_279";"nestedness";14,1089743589744
"P22_279";"centrality.degree";0,192682926829268
"P22_279";"centrality.eigen";0,473857486282461
"P22_279";"interaction.overlap";0,285846201548681
"P22_279";"link.density";2,47619047619048
