"network_id";"metric";"value"
"P22_140";"richness";41
"P22_140";"connectance";0,15
"P22_140";"degree.shannon";3,29415456722912
"P22_140";"degree.mean";2,19512195121951
"P22_140";"degree.sd";2,68532597830433
"P22_140";"degree.skewness";3,70284003164175
"P22_140";"degree.kurtosis";18,423566756014
"P22_140";"modularity.betweenness";0,578024691358025
"P22_140";"modularity.infomap";0,58395061728395
"P22_140";"nestedness";12,4696545284781
"P22_140";"centrality.degree";0,362820512820513
"P22_140";"centrality.eigen";0,485078201736976
"P22_140";"interaction.overlap";0,206896035329741
"P22_140";"link.density";2,19512195121951
