"network_id";"metric";"value"
"B22_19";"richness";65
"B22_19";"connectance";0,1640625
"B22_19";"degree.shannon";3,66166345989435
"B22_19";"degree.mean";3,87692307692308
"B22_19";"degree.sd";5,04203484563677
"B22_19";"degree.skewness";3,01750651259205
"B22_19";"degree.kurtosis";12,2534660699994
"B22_19";"modularity.betweenness";0,156242126480222
"B22_19";"modularity.infomap";0,132779037540942
"B22_19";"nestedness";31,5551513815403
"B22_19";"centrality.degree";0,356646825396825
"B22_19";"centrality.eigen";0,485328754594622
"B22_19";"interaction.overlap";0,157859930026284
"B22_19";"link.density";3,87692307692308
