"network_id";"metric";"value"
"mangal_1250";"richness";30
"mangal_1250";"connectance";0,266666666666667
"mangal_1250";"degree.shannon";3,2467074938842
"mangal_1250";"degree.mean";7,73333333333333
"mangal_1250";"degree.sd";4,47932671459584
"mangal_1250";"degree.skewness";0,642349894860931
"mangal_1250";"degree.kurtosis";1,66117349600641
"mangal_1250";"modularity.betweenness";0,284817181926278
"mangal_1250";"modularity.infomap";0
"mangal_1250";"nestedness";23,9576438886784
"mangal_1250";"centrality.degree";0,263546798029557
"mangal_1250";"centrality.eigen";0,253313377082873
"mangal_1250";"interaction.overlap";0,340971957620168
"mangal_1250";"link.density";7,73333333333333
