"network_id";"metric";"value"
"D21_83";"richness";61
"D21_83";"connectance";0,414596273291925
"D21_83";"degree.shannon";3,85745417249351
"D21_83";"degree.mean";8,75409836065574
"D21_83";"degree.sd";6,81091217019893
"D21_83";"degree.skewness";1,62817891194694
"D21_83";"degree.kurtosis";5,34278618808616
"D21_83";"modularity.betweenness";0,0338411255593429
"D21_83";"modularity.infomap";0
"D21_83";"nestedness";23,6955483207516
"D21_83";"centrality.degree";0,417796610169492
"D21_83";"centrality.eigen";0,304247595772405
"D21_83";"interaction.overlap";0,412878387159547
"D21_83";"link.density";8,75409836065574
