"network_id";"metric";"value"
"M22_16";"richness";40
"M22_16";"connectance";0,177777777777778
"M22_16";"degree.shannon";3,33742767826943
"M22_16";"degree.mean";3,2
"M22_16";"degree.sd";3,3451074107932
"M22_16";"degree.skewness";3,40758811069512
"M22_16";"degree.kurtosis";17,1471543274235
"M22_16";"modularity.betweenness";0,4332275390625
"M22_16";"modularity.infomap";0,3621826171875
"M22_16";"nestedness";34,9245541838134
"M22_16";"centrality.degree";0,453441295546559
"M22_16";"centrality.eigen";0,389902653428336
"M22_16";"interaction.overlap";0,219880921677024
"M22_16";"link.density";3,2
