"network_id";"metric";"value"
"M22_145";"richness";25
"M22_145";"connectance";0,285714285714286
"M22_145";"degree.shannon";2,90634201175457
"M22_145";"degree.mean";3,2
"M22_145";"degree.sd";2,88675134594813
"M22_145";"degree.skewness";1,74796796309315
"M22_145";"degree.kurtosis";5,3012
"M22_145";"modularity.betweenness";0,2953125
"M22_145";"modularity.infomap";0
"M22_145";"nestedness";43
"M22_145";"centrality.degree";0,398550724637681
"M22_145";"centrality.eigen";0,347361266465258
"M22_145";"interaction.overlap";0,42464204423028
"M22_145";"link.density";3,2
