"network_id";"metric";"value"
"B22_41";"richness";23
"B22_41";"connectance";0,383333333333333
"B22_41";"degree.shannon";2,90650092322435
"B22_41";"degree.mean";4
"B22_41";"degree.sd";2,79610118167813
"B22_41";"degree.skewness";0,714349138050501
"B22_41";"degree.kurtosis";2,335451595457
"B22_41";"modularity.betweenness";0,0281190926275993
"B22_41";"modularity.infomap";0
"B22_41";"nestedness";64,4605142332415
"B22_41";"centrality.degree";0,298701298701299
"B22_41";"centrality.eigen";0,334494051575475
"B22_41";"interaction.overlap";0,540264519431186
"B22_41";"link.density";4
