"network_id";"metric";"value"
"mangal_1049";"richness";36
"mangal_1049";"connectance";0,26797385620915
"mangal_1049";"degree.shannon";3,3101654969754
"mangal_1049";"degree.mean";4,55555555555556
"mangal_1049";"degree.sd";3,5892254989816
"mangal_1049";"degree.skewness";1,17336460460206
"mangal_1049";"degree.kurtosis";3,49955171938872
"mangal_1049";"modularity.betweenness";0,134220701963117
"mangal_1049";"modularity.infomap";0,0451368233194526
"mangal_1049";"nestedness";43,3364355514193
"mangal_1049";"centrality.degree";0,285714285714286
"mangal_1049";"centrality.eigen";0,386700203690884
"mangal_1049";"interaction.overlap";0,445848412844139
"mangal_1049";"link.density";4,55555555555556
