"network_id";"metric";"value"
"D21_65";"richness";54
"D21_65";"connectance";0,212121212121212
"D21_65";"degree.shannon";3,57576890638708
"D21_65";"degree.mean";3,62962962962963
"D21_65";"degree.sd";3,92522705170127
"D21_65";"degree.skewness";2,37760454743518
"D21_65";"degree.kurtosis";8,8690484779481
"D21_65";"modularity.betweenness";0,345741357767597
"D21_65";"modularity.infomap";0,355685131195335
"D21_65";"nestedness";18,1778861795043
"D21_65";"centrality.degree";0,301161103047896
"D21_65";"centrality.eigen";0,465702804082288
"D21_65";"interaction.overlap";0,247075694524674
"D21_65";"link.density";3,62962962962963
