"network_id";"metric";"value"
"gateway_025";"richness";154
"gateway_025";"connectance";0,232790085731262
"gateway_025";"degree.shannon";4,77797681185081
"gateway_025";"degree.mean";35,6168831168831
"gateway_025";"degree.sd";25,4404849637121
"gateway_025";"degree.skewness";0,619734403835038
"gateway_025";"degree.kurtosis";2,43363266896997
"gateway_025";"modularity.betweenness";0,100294014753089
"gateway_025";"modularity.infomap";0
"gateway_025";"nestedness";33,7375686896912
"gateway_025";"centrality.degree";0,477210182318541
"gateway_025";"centrality.eigen";0,444572530272962
"gateway_025";"interaction.overlap";0,285895097350511
"gateway_025";"link.density";35,6168831168831
