"network_id";"metric";"value"
"B22_32";"richness";57
"B22_32";"connectance";0,0967741935483871
"B22_32";"degree.shannon";3,71790630479273
"B22_32";"degree.mean";2,63157894736842
"B22_32";"degree.sd";2,52580665295669
"B22_32";"degree.skewness";2,70197579882841
"B22_32";"degree.kurtosis";12,2230822426071
"B22_32";"modularity.betweenness";0,573688888888889
"B22_32";"modularity.infomap";0,574933333333333
"B22_32";"nestedness";14,8169418521177
"B22_32";"centrality.degree";0,228896103896104
"B22_32";"centrality.eigen";0,528868768614476
"B22_32";"interaction.overlap";0,123530392117686
"B22_32";"link.density";2,63157894736842
