"network_id";"metric";"value"
"B22_7";"richness";330
"B22_7";"connectance";0,0335680751173709
"B22_7";"degree.shannon";5,12588747701967
"B22_7";"degree.mean";2,6
"B22_7";"degree.sd";4,35617857683923
"B22_7";"degree.skewness";4,18154628808532
"B22_7";"degree.kurtosis";22,0038313340476
"B22_7";"modularity.betweenness";0,722118984356746
"B22_7";"modularity.infomap";0,690389641438593
"B22_7";"nestedness";4,61808416396121
"B22_7";"centrality.degree";0,0837904959596708
"B22_7";"centrality.eigen";0,731840616921493
"B22_7";"interaction.overlap";0,0518969335025104
"B22_7";"link.density";2,6
