"network_id";"metric";"value"
"WOL_076";"richness";259
"WOL_076";"connectance";0,0350834350834351
"WOL_076";"degree.shannon";4,98765988253374
"WOL_076";"degree.mean";3,32818532818533
"WOL_076";"degree.sd";4,67348791908799
"WOL_076";"degree.skewness";3,70001421769245
"WOL_076";"degree.kurtosis";21,2346442386436
"WOL_076";"modularity.betweenness";0,543171063893928
"WOL_076";"modularity.infomap";0,519858850889046
"WOL_076";"nestedness";7,9337108343206
"WOL_076";"centrality.degree";0,143244955207674
"WOL_076";"centrality.eigen";0,573776235777051
"WOL_076";"interaction.overlap";0,0630625784140591
"WOL_076";"link.density";3,32818532818533
