"";"network_db";"network_id";"reference";"citation"
"1";"AI22";"AI22_742";"Nery, L. S., J. T. Takata, B. B. Camargo, A. M. Chaves, P. A. Ferreira, and D. Boscolo. 2018. Bee diversity responses to forest and open areas in heterogeneous Atlantic Forest. Sociobiology 65:686695.";"Nery_2018"
"2";"AI22";"AI22_748";"Nery, L. S., J. T. Takata, B. B. Camargo, A. M. Chaves, P. A. Ferreira, and D. Boscolo. 2018. Bee diversity responses to forest and open areas in heterogeneous Atlantic Forest. Sociobiology 65:686695.";"Nery_2018"
"3";"AI22";"AI22_795";"Nery, L. S., J. T. Takata, B. B. Camargo, A. M. Chaves, P. A. Ferreira, and D. Boscolo. 2018. Bee diversity responses to forest and open areas in heterogeneous Atlantic Forest. Sociobiology 65:686695.";"Nery_2018"
"4";"AI22";"AI22_660";"Nery, L. S., J. T. Takata, B. B. Camargo, A. M. Chaves, P. A. Ferreira, and D. Boscolo. 2018. Bee diversity responses to forest and open areas in heterogeneous Atlantic Forest. Sociobiology 65:686695.";"Nery_2018"
"5";"AI22";"AI22_656";"Nery, L. S., J. T. Takata, B. B. Camargo, A. M. Chaves, P. A. Ferreira, and D. Boscolo. 2018. Bee diversity responses to forest and open areas in heterogeneous Atlantic Forest. Sociobiology 65:686695.";"Nery_2018"
"6";"AI22";"AI22_841";"Nery, L. S., J. T. Takata, B. B. Camargo, A. M. Chaves, P. A. Ferreira, and D. Boscolo. 2018. Bee diversity responses to forest and open areas in heterogeneous Atlantic Forest. Sociobiology 65:686695.";"Nery_2018"
"7";"AI22";"AI22_836";"Nery, L. S., J. T. Takata, B. B. Camargo, A. M. Chaves, P. A. Ferreira, and D. Boscolo. 2018. Bee diversity responses to forest and open areas in heterogeneous Atlantic Forest. Sociobiology 65:686695.";"Nery_2018"
"8";"AI22";"AI22_832";"Nery, L. S., J. T. Takata, B. B. Camargo, A. M. Chaves, P. A. Ferreira, and D. Boscolo. 2018. Bee diversity responses to forest and open areas in heterogeneous Atlantic Forest. Sociobiology 65:686695.";"Nery_2018"
"9";"AI22";"AI22_729";"Nery, L. S., J. T. Takata, B. B. Camargo, A. M. Chaves, P. A. Ferreira, and D. Boscolo. 2018. Bee diversity responses to forest and open areas in heterogeneous Atlantic Forest. Sociobiology 65:686695.";"Nery_2018"
"10";"AI22";"AI22_725";"Nery, L. S., J. T. Takata, B. B. Camargo, A. M. Chaves, P. A. Ferreira, and D. Boscolo. 2018. Bee diversity responses to forest and open areas in heterogeneous Atlantic Forest. Sociobiology 65:686695.";"Nery_2018"
