"";"TI_HERB_1083";"TI_HERB_1084";"TI_HERB_1085";"TI_HERB_1086";"TI_HERB_1087";"TI_HERB_1088";"TI_HERB_1089";"TI_HERB_1090";"TI_HERB_1091";"TI_HERB_1092";"TI_HERB_1093";"TI_HERB_1094";"TI_HERB_1095";"TI_HERB_1096";"TI_HERB_1097";"TI_HERB_1098";"TI_HERB_1099";"TI_HERB_1100";"TI_HERB_1101";"TI_HERB_1102";"TI_HERB_1103";"TI_HERB_1104";"TI_HERB_1105";"TI_HERB_1106";"TI_HERB_1107";"TI_HERB_1108";"TI_HERB_1109";"TI_HERB_1110";"TI_HERB_1111";"TI_HERB_1112";"TI_HERB_1113";"TI_HERB_1114";"TI_HERB_1115";"TI_HERB_1116";"TI_HERB_1117";"TI_HERB_1118";"TI_HERB_1119";"TI_HERB_1120";"TI_HERB_1121";"TI_HERB_1122";"TI_HERB_1123";"TI_HERB_1124";"TI_HERB_1125";"TI_HERB_1126";"TI_HERB_1127";"TI_HERB_1128";"TI_HERB_1129";"TI_HERB_1130";"TI_HERB_1131";"TI_HERB_1132";"TI_HERB_1133";"TI_HERB_1134";"TI_HERB_1135";"TI_HERB_1136";"TI_HERB_1137";"TI_HERB_1138";"TI_HERB_1139";"TI_HERB_1140";"TI_HERB_1141";"TI_HERB_1142";"TI_HERB_1143";"TI_HERB_1144";"TI_HERB_1145";"TI_HERB_1146";"TI_HERB_1147";"TI_HERB_1148";"TI_HERB_1149";"TI_HERB_1150";"TI_HERB_1151";"TI_HERB_1152";"TI_HERB_1153";"TI_HERB_1154";"TI_HERB_1155";"TI_HERB_1156";"TI_HERB_1157";"TI_HERB_1158";"TI_HERB_1159";"TI_HERB_1160";"TI_HERB_1161";"TI_HERB_1162";"TI_HERB_1163";"TI_HERB_1164";"TI_HERB_1165";"TI_HERB_1166";"TI_HERB_1167";"TI_HERB_1168";"TI_HERB_1169";"TI_HERB_1170";"TI_HERB_1171";"TI_HERB_1172";"TI_HERB_1173";"TI_HERB_1174";"TI_HERB_1175";"TI_HERB_1176";"TI_HERB_1177";"TI_HERB_1178";"TI_HERB_1179";"TI_HERB_1180";"TI_HERB_1181";"TI_HERB_1182";"TI_HERB_1183";"TI_HERB_1184";"TI_HERB_1185";"TI_HERB_1186";"TI_HERB_1187";"TI_HERB_1188";"TI_HERB_1189";"TI_HERB_1190";"TI_HERB_1191";"TI_HERB_1192";"TI_HERB_1193";"TI_HERB_1194";"TI_HERB_1195";"TI_HERB_1196";"TI_HERB_1197";"TI_HERB_1198";"TI_HERB_1199";"TI_HERB_1200";"TI_HERB_1201";"TI_HERB_1202";"TI_HERB_1203";"TI_HERB_1204";"TI_HERB_1205";"TI_HERB_1206";"TI_HERB_1207";"TI_HERB_1208";"TI_HERB_1209";"TI_HERB_1210";"TI_HERB_1211";"TI_HERB_1212";"TI_HERB_1213";"TI_HERB_1214";"TI_HERB_1215";"TI_HERB_1216";"TI_HERB_1217";"TI_HERB_1218";"TI_HERB_1219";"TI_HERB_1220";"TI_HERB_1221";"TI_HERB_1222";"TI_HERB_1223";"TI_HERB_1224";"TI_HERB_1225";"TI_HERB_1226";"TI_HERB_1227";"TI_HERB_1228";"TI_HERB_1229";"TI_HERB_1230";"TI_HERB_1231";"TI_HERB_1232";"TI_HERB_1233";"TI_HERB_1234";"TI_HERB_1235";"TI_HERB_1236";"TI_HERB_1237";"TI_HERB_1238";"TI_HERB_1239";"TI_HERB_1240";"TI_HERB_1241";"TI_HERB_1242";"TI_HERB_1243";"TI_HERB_1244";"TI_HERB_1245";"TI_HERB_1246";"TI_HERB_1247";"TI_HERB_1248";"TI_HERB_1249";"TI_HERB_1250";"TI_HERB_1251";"TI_HERB_1252";"TI_HERB_1253";"TI_HERB_1254";"TI_HERB_1255";"TI_HERB_1256";"TI_HERB_1257";"TI_HERB_1258";"TI_HERB_1259";"TI_HERB_1260";"TI_HERB_1261";"TI_HERB_1262";"TI_HERB_1263";"TI_HERB_1264";"TI_HERB_1265";"TI_HERB_1266";"TI_HERB_1267";"TI_HERB_1268";"TI_HERB_1269";"TI_HERB_1270";"TI_HERB_1271";"TI_HERB_1272";"TI_HERB_1273";"TI_HERB_1274";"TI_HERB_1275";"TI_HERB_1276";"TI_HERB_1277";"TI_HERB_1278";"TI_HERB_1279";"TI_HERB_1280";"TI_HERB_1281";"TI_HERB_1282";"TI_HERB_1283";"TI_HERB_1284";"TI_HERB_1285";"TI_HERB_1286";"TI_HERB_1287";"TI_HERB_1288";"TI_HERB_1289";"TI_HERB_1290";"TI_HERB_1291";"TI_HERB_1292";"TI_HERB_1293";"TI_HERB_1294";"TI_HERB_1295";"TI_HERB_1296";"TI_HERB_1297";"TI_HERB_1298";"TI_HERB_1299";"TI_HERB_1300";"TI_HERB_1301";"TI_HERB_1302";"TI_HERB_1303";"TI_HERB_1304";"TI_HERB_1305";"TI_HERB_1306";"TI_HERB_1307";"TI_HERB_1308";"TI_HERB_1309";"TI_HERB_1310";"TI_HERB_1311";"TI_HERB_1312";"TI_HERB_1313";"TI_HERB_1314";"TI_HERB_1315";"TI_HERB_1316";"TI_HERB_1317";"TI_HERB_1318";"TI_HERB_1319";"TI_HERB_1320";"TI_HERB_1321";"TI_HERB_1322";"TI_HERB_1323";"TI_HERB_1324";"TI_HERB_1325";"TI_HERB_1326";"TI_HERB_1327";"TI_HERB_1328";"TI_HERB_1329";"TI_HERB_1330";"TI_HERB_1331";"TI_HERB_1332";"TI_HERB_1333";"TI_HERB_1334";"TI_HERB_1335";"TI_HERB_1336";"TI_HERB_1337";"TI_HERB_1338";"TI_HERB_1339";"TI_HERB_1340";"TI_HERB_1341";"TI_HERB_1342";"TI_HERB_1343";"TI_HERB_1344";"TI_HERB_1345";"TI_HERB_1346";"TI_HERB_1347";"TI_HERB_1348";"TI_HERB_1349";"TI_HERB_1350";"TI_HERB_1351";"TI_HERB_1352";"TI_HERB_1353";"TI_HERB_1354";"TI_HERB_1355";"TI_HERB_1356";"TI_HERB_1357";"TI_HERB_1358";"TI_HERB_1359";"TI_HERB_1360";"TI_HERB_1361";"TI_HERB_1362";"TI_HERB_1363";"TI_HERB_1364";"TI_HERB_1365";"TI_HERB_1366";"TI_HERB_1367";"TI_HERB_1368";"TI_HERB_1369";"TI_HERB_1370";"TI_HERB_1371";"TI_HERB_1372";"TI_HERB_1373";"TI_HERB_1374";"TI_HERB_1375";"TI_HERB_1376";"TI_HERB_1377";"TI_HERB_1378";"TI_HERB_1379";"TI_HERB_1380";"TI_HERB_1381";"TI_HERB_1382";"TI_HERB_1383"
"TI_PLANT_969";1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"TI_PLANT_970";0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"TI_PLANT_971";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"TI_PLANT_972";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"TI_PLANT_973";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"TI_PLANT_974";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"TI_PLANT_975";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"TI_PLANT_976";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
"TI_PLANT_977";0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"TI_PLANT_978";0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
