"";"gateway_node_2750";"gateway_node_2761";"gateway_node_2755";"gateway_node_2015";"gateway_node_2729";"gateway_node_2762";"gateway_node_4698";"gateway_node_2914";"gateway_node_99";"gateway_node_2144";"gateway_node_216";"gateway_node_3045";"gateway_node_3277";"gateway_node_3815";"gateway_node_4374";"gateway_node_5170";"gateway_node_1665";"gateway_node_2879";"gateway_node_5022";"gateway_node_3108";"gateway_node_488";"gateway_node_4637";"gateway_node_781";"gateway_node_469";"gateway_node_874";"gateway_node_2216";"gateway_node_4822";"gateway_node_4565";"gateway_node_645";"gateway_node_3457";"gateway_node_1587";"gateway_node_784";"gateway_node_787";"gateway_node_4449";"gateway_node_1484";"gateway_node_3097";"gateway_node_879";"gateway_node_2459";"gateway_node_3727";"gateway_node_1350";"gateway_node_932";"gateway_node_4083";"gateway_node_3399";"gateway_node_3397";"gateway_node_483";"gateway_node_4127";"gateway_node_4131";"gateway_node_187";"gateway_node_4004";"gateway_node_530";"gateway_node_1861";"gateway_node_1028";"gateway_node_232";"gateway_node_2483";"gateway_node_4976";"gateway_node_4979";"gateway_node_2865";"gateway_node_1631";"gateway_node_3767";"gateway_node_4942";"gateway_node_5132";"gateway_node_5136";"gateway_node_5139";"gateway_node_5140";"gateway_node_3553";"gateway_node_3511";"gateway_node_3514";"gateway_node_3517";"gateway_node_2856";"gateway_node_4713";"gateway_node_5223";"gateway_node_2858";"gateway_node_2860";"gateway_node_2866";"gateway_node_4985";"gateway_node_3007";"gateway_node_4940";"gateway_node_4943";"gateway_node_2700";"gateway_node_2702";"gateway_node_496";"gateway_node_2654";"gateway_node_3863";"gateway_node_3864";"gateway_node_3871";"gateway_node_3937";"gateway_node_4246";"gateway_node_4247";"gateway_node_4388";"gateway_node_528";"gateway_node_118";"gateway_node_4245";"gateway_node_4793";"gateway_node_842";"gateway_node_1870";"gateway_node_1872";"gateway_node_2596";"gateway_node_51";"gateway_node_1439";"gateway_node_126";"gateway_node_3310";"gateway_node_3311";"gateway_node_2048";"gateway_node_936";"gateway_node_1755";"gateway_node_1947";"gateway_node_1949";"gateway_node_4599";"gateway_node_487";"gateway_node_1118";"gateway_node_3166";"gateway_node_4347";"gateway_node_4408";"gateway_node_486";"gateway_node_1566";"gateway_node_492";"gateway_node_181";"gateway_node_1339";"gateway_node_2567";"gateway_node_3928";"gateway_node_4346";"gateway_node_4348"
"gateway_node_2750";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;1;1;1;0;1;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;0;1;1;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;1;1;1;1;1;0;0;0;0;1;0;1;1;0;0;0;1;0;0;0;0;1;0;1;0;1;1;0;1;0;0;0;1;1;1;0;0;0;0;0;0
"gateway_node_2761";1;1;1;1;1;1;0;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;0;0;1;1;1;0;0;1;1;1;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;1;1;1;1;1;1;1;0;0;0;0;1;1;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0
"gateway_node_2755";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;1;1;1;0;1;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;0;1;1;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;1;1;1;1;1;0;0;0;0;1;0;1;1;0;0;0;1;0;0;0;0;1;0;1;0;1;1;0;1;0;0;0;1;1;1;0;0;0;0;0;0
"gateway_node_2015";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;1;1;1;0;1;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;0;1;1;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;1;1;1;1;1;0;0;0;0;1;0;1;1;0;0;0;1;0;0;0;0;1;0;1;0;1;1;0;1;0;0;0;1;1;1;0;0;0;0;0;0
"gateway_node_2729";1;1;1;1;1;1;0;1;1;1;0;1;1;0;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;0;0;1;1;1;0;0;1;1;1;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;1;1;1;1;1;1;1;0;0;0;0;1;1;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0
"gateway_node_2762";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;0;0;1;1;1;0;0;1;1;1;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;1;1;1;1;1;1;1;0;0;0;0;1;1;0;1;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0
"gateway_node_4698";1;0;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;1;1;1;1;1;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;0;1;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;1;1;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;1;1;1;1;0;1;0;1;1;1;1;0;0;1;1;1;1;0;0;0;0;0;0
"gateway_node_2914";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0
"gateway_node_99";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;1;1;0;1;1;1;1;1;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;1;0;0
"gateway_node_2144";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;0;0;0;1;0;1;0;0;0;0;0;1;0;0;1;0;0;0;1;1;0;0;0;0;1;1;1;1;0;0;1;0;1;0;0;0;0;0;1;0;1;1;1;1;1;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0
"gateway_node_216";1;0;1;1;0;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;1
"gateway_node_3045";1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;1;0;1;0;0;0;0;0;1;0;1;1;1;1;1;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0
"gateway_node_3277";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;1;1;0;0;1;0;1;1;0;0;0;0;1;0;1;1;1;1;1;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0
"gateway_node_3815";1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0
"gateway_node_4374";1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;1;1;1;1;1;0;0;0;0;1;0;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0
"gateway_node_5170";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;1;1;1;1;1;0;0;0;0;1;0;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0
"gateway_node_1665";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;1;1;1;1;0;0;0;0;1;0;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0
"gateway_node_2879";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0
