"";"gateway_node_10";"gateway_node_2750";"gateway_node_2737";"gateway_node_2755";"gateway_node_2015";"gateway_node_4483";"gateway_node_2726";"gateway_node_2760";"gateway_node_2014";"gateway_node_489";"gateway_node_481";"gateway_node_483";"gateway_node_3582";"gateway_node_216";"gateway_node_1466";"gateway_node_2700";"gateway_node_3045";"gateway_node_3277";"gateway_node_4338";"gateway_node_4374";"gateway_node_4792";"gateway_node_1665";"gateway_node_2879";"gateway_node_5022";"gateway_node_3108";"gateway_node_4209";"gateway_node_746";"gateway_node_4637";"gateway_node_469";"gateway_node_874";"gateway_node_184";"gateway_node_4565";"gateway_node_645";"gateway_node_3457";"gateway_node_1587";"gateway_node_1303";"gateway_node_4480";"gateway_node_2626";"gateway_node_2857";"gateway_node_5106";"gateway_node_5107";"gateway_node_5139";"gateway_node_5140";"gateway_node_2849";"gateway_node_2858";"gateway_node_2386";"gateway_node_2701";"gateway_node_781";"gateway_node_2458";"gateway_node_2459";"gateway_node_2953";"gateway_node_3727";"gateway_node_932";"gateway_node_4083";"gateway_node_4127";"gateway_node_4131";"gateway_node_4130";"gateway_node_4004";"gateway_node_530";"gateway_node_1861";"gateway_node_1028";"gateway_node_232";"gateway_node_2483";"gateway_node_987";"gateway_node_4979";"gateway_node_3010";"gateway_node_3041";"gateway_node_3767";"gateway_node_4939";"gateway_node_4942";"gateway_node_5101";"gateway_node_5222";"gateway_node_599";"gateway_node_2392";"gateway_node_3553";"gateway_node_3362";"gateway_node_3511";"gateway_node_3514";"gateway_node_3517";"gateway_node_3512";"gateway_node_4712";"gateway_node_4713";"gateway_node_3617";"gateway_node_3009";"gateway_node_3011";"gateway_node_3039";"gateway_node_3255";"gateway_node_4940";"gateway_node_4943";"gateway_node_3864";"gateway_node_3871";"gateway_node_3937";"gateway_node_4388";"gateway_node_528";"gateway_node_1321";"gateway_node_3191";"gateway_node_3869";"gateway_node_2652";"gateway_node_3862";"gateway_node_4245";"gateway_node_4801";"gateway_node_1870";"gateway_node_1872";"gateway_node_51";"gateway_node_1868";"gateway_node_125";"gateway_node_2048";"gateway_node_177";"gateway_node_1947";"gateway_node_1949";"gateway_node_4599";"gateway_node_1118";"gateway_node_3166";"gateway_node_4347";"gateway_node_181";"gateway_node_1339";"gateway_node_2567";"gateway_node_3928";"gateway_node_4346";"gateway_node_4348"
"gateway_node_10";1;1;0;1;1;0;0;0;1;0;0;0;1;1;0;0;1;0;1;0;0;0;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
"gateway_node_2750";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;1;1;0;1;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;1;1;1;0;0;0;0;0;1;0;0;1;1;0;1;1;1;0;0;0;0;0;0;0;0
"gateway_node_2737";0;1;1;1;1;1;1;1;1;1;0;1;0;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;1;0;0;0;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;0;0;0;0;1;1;0;0;0;1;0;0;0;0;1;1;1;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0;1;1;1;1;1;1;0;0;1;1;1;1;0;0;0;0;1;0;0;0;1;1;0;1;0;1;0;0;0;0;0;0;0
"gateway_node_2755";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;1;1;0;1;1;0;1;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;1;0;0;0;1;1;1;0;0;0;0;0;1;0;0;1;1;0;1;1;1;0;0;0;0;0;0;0;0
"gateway_node_2015";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;0;0;0;1;0;1;0;0;1;1;0;1;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;1;1;0;0;0;0;0;1;0;0;1;0;1;1;1;0;0;1;0;0;0;0;0;0
"gateway_node_4483";0;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;0;0;1;0;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;0;0;0;0;1;1;1;1;1;0;0;1;1;1;1;1;0;1;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0
"gateway_node_2726";0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;0;0;0;0;1;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0
"gateway_node_2760";0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;0;0;0;0;1;0;0;0;0;0;1;0;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0
"gateway_node_2014";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;1;0;1;1;1;0;0;0;0;0;0;0;0
"gateway_node_489";0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;0;0;1;1;1;1;1;1;1;1;1;1;1;0;0;0;1;0;0;1;0;0;0;1;1;0;0;0;0;1;0;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;1;0;0;0;0;1;1;0;1;0;0;0;1
