"";"gateway_node_2755";"gateway_node_3945";"gateway_node_4992";"gateway_node_2726";"gateway_node_2758";"gateway_node_4698";"gateway_node_2744";"gateway_node_2914";"gateway_node_4948";"gateway_node_216";"gateway_node_4338";"gateway_node_4637";"gateway_node_2226";"gateway_node_4885";"gateway_node_184";"gateway_node_4565";"gateway_node_4568";"gateway_node_645";"gateway_node_1731";"gateway_node_3551";"gateway_node_3457";"gateway_node_1587";"gateway_node_784";"gateway_node_1484";"gateway_node_489";"gateway_node_2700";"gateway_node_4345";"gateway_node_2626";"gateway_node_2867";"gateway_node_5139";"gateway_node_5140";"gateway_node_5224";"gateway_node_2701";"gateway_node_3581";"gateway_node_5187";"gateway_node_782";"gateway_node_2459";"gateway_node_3727";"gateway_node_368";"gateway_node_932";"gateway_node_4083";"gateway_node_1466";"gateway_node_3045";"gateway_node_1077";"gateway_node_4822";"gateway_node_5172";"gateway_node_3767";"gateway_node_446";"gateway_node_4138";"gateway_node_4131";"gateway_node_4977";"gateway_node_2978";"gateway_node_187";"gateway_node_4767";"gateway_node_530";"gateway_node_1861";"gateway_node_1028";"gateway_node_232";"gateway_node_2483";"gateway_node_185";"gateway_node_4979";"gateway_node_4054";"gateway_node_3010";"gateway_node_4939";"gateway_node_4942";"gateway_node_2392";"gateway_node_3553";"gateway_node_3511";"gateway_node_3514";"gateway_node_3517";"gateway_node_3895";"gateway_node_4712";"gateway_node_4713";"gateway_node_3009";"gateway_node_4940";"gateway_node_4943";"gateway_node_496";"gateway_node_3864";"gateway_node_3871";"gateway_node_3937";"gateway_node_4388";"gateway_node_528";"gateway_node_4245";"gateway_node_2021";"gateway_node_1870";"gateway_node_2595";"gateway_node_51";"gateway_node_2046";"gateway_node_1439";"gateway_node_2597";"gateway_node_2598";"gateway_node_2045";"gateway_node_2050";"gateway_node_125";"gateway_node_126";"gateway_node_4961";"gateway_node_4962";"gateway_node_3104";"gateway_node_2048";"gateway_node_888";"gateway_node_936";"gateway_node_1947";"gateway_node_4211";"gateway_node_1118";"gateway_node_3321";"gateway_node_351";"gateway_node_3166";"gateway_node_4347";"gateway_node_157";"gateway_node_485";"gateway_node_486";"gateway_node_492";"gateway_node_1565";"gateway_node_181";"gateway_node_1117";"gateway_node_1339";"gateway_node_2567";"gateway_node_3928";"gateway_node_4346";"gateway_node_4348"
"gateway_node_2755";1;1;1;1;1;0;0;0;0;1;1;1;1;0;0;0;0;1;0;0;0;1;1;0;0;1;0;1;1;0;1;1;1;1;0;0;0;1;1;1;0;1;1;1;1;0;0;1;0;0;1;1;1;1;0;0;0;0;1;1;1;0;0;0;0;1;1;1;0;1;1;1;1;1;0;0;1;1;0;0;0;1;0;0;0;0;1;0;1;1;0;1;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;1;0;0;0;1;1;0;1;1;0;0;0
"gateway_node_3945";1;0;0;1;1;1;1;1;0;1;1;1;0;1;1;1;1;1;1;1;0;0;0;0;1;0;1;1;1;1;1;1;0;1;1;0;0;0;0;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;1;1;1;1;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;1;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
"gateway_node_4992";1;0;0;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;0;0;1;0;1;1;0;1;1;1;1;1;0;1;1;0;0;0;0;1;0;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;1;1;1;0;1;1;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"gateway_node_2726";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;0;1;1;1;1;1;1;1;1;1;1;1;0;1;1;0;1;0;1;1;1;1;1;1;0;1;0;1;1;0;0;0;0;0;0;0;1;1;0;1;1;1;1;0;1;1;1;1;1;1;1;1;0;1;1;1;1;0;0;1;0;0;1;1;0;1;1;1;0;0;0;0;0;0;0;0;1;1;0;1;0;1;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0
"gateway_node_2758";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;0;0;1;0;1;1;1;0;1;1;1;1;1;1;1;0;1;0;0;1;0;1;1;1;1;1;1;0;1;0;1;1;0;0;0;0;0;0;0;1;1;0;1;1;0;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;1;1;1;0;1;1;1;0;0;0;0;0;0;0;0;1;1;0;1;0;1;1;1;0;0;0;1;0;0;0;1;0;0;0;0;0
"gateway_node_4698";1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;1;0;0;0;1;1;1;1;1;0;0;0;0;0;1;1;1;0;0;0;0;0;0;1;1;1;1;1;0;0;0;0;0;1;1;1;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;0;1;1;1;1;1;1;1;1;0;0;0;1;1;1;1;0;0;1;1;1;1;1;0;1;0;0;0;0;0
"gateway_node_2744";1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;1;0;0;0;1;0;1;1;1;0;0;0;0;0;1;1;1;0;0;0;0;0;0;1;1;1;1;1;0;0;0;0;0;1;1;1;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;1;0;0;0;1;1;0;1;0;0;1;1;1;1;1;0;1;0;0;0;0;1
"gateway_node_2914";1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;1;1;1;1;0;1;1;0;0;1;1;1;0;0;0;0;0;0;1;1;1;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;1;0;1;0;0;0;1;0;0;1;0;0
"gateway_node_4948";1;1;1;0;0;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;1;1;1;1;0;0;0;0;0;1;1;1;1;1;0;0;0;0;0;1;1;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;1;0;1;1;0;0;1;0;0;0;0;0
"gateway_node_216";1;1;1;0;1;1;1;1;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;1;0;1;0;1;1;0;0;0;0;1;1;1;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;1;1;1;1;0;0;1;0;0;0;0;0
