"";"gateway_node_2738";"gateway_node_2750";"gateway_node_2757";"gateway_node_2755";"gateway_node_2015";"gateway_node_4485";"gateway_node_2760";"gateway_node_2762";"gateway_node_4698";"gateway_node_2671";"gateway_node_4425";"gateway_node_216";"gateway_node_4209";"gateway_node_712";"gateway_node_2009";"gateway_node_145";"gateway_node_2218";"gateway_node_2305";"gateway_node_4948";"gateway_node_1466";"gateway_node_3064";"gateway_node_3277";"gateway_node_3815";"gateway_node_4338";"gateway_node_746";"gateway_node_760";"gateway_node_4637";"gateway_node_2216";"gateway_node_4885";"gateway_node_5172";"gateway_node_489";"gateway_node_483";"gateway_node_2020";"gateway_node_2700";"gateway_node_4374";"gateway_node_5170";"gateway_node_2168";"gateway_node_1368";"gateway_node_4565";"gateway_node_4568";"gateway_node_4569";"gateway_node_4450";"gateway_node_645";"gateway_node_3457";"gateway_node_1587";"gateway_node_4479";"gateway_node_1484";"gateway_node_423";"gateway_node_4214";"gateway_node_2459";"gateway_node_2953";"gateway_node_3727";"gateway_node_365";"gateway_node_2818";"gateway_node_4083";"gateway_node_2821";"gateway_node_3397";"gateway_node_4127";"gateway_node_4059";"gateway_node_3465";"gateway_node_530";"gateway_node_1861";"gateway_node_1028";"gateway_node_232";"gateway_node_2483";"gateway_node_4976";"gateway_node_188";"gateway_node_1289";"gateway_node_4979";"gateway_node_4931";"gateway_node_3010";"gateway_node_3712";"gateway_node_3714";"gateway_node_4656";"gateway_node_1451";"gateway_node_1991";"gateway_node_3767";"gateway_node_3768";"gateway_node_4942";"gateway_node_5140";"gateway_node_5222";"gateway_node_1486";"gateway_node_2391";"gateway_node_3553";"gateway_node_3293";"gateway_node_3362";"gateway_node_3514";"gateway_node_3517";"gateway_node_3515";"gateway_node_4713";"gateway_node_3703";"gateway_node_3310";"gateway_node_127";"gateway_node_128";"gateway_node_496";"gateway_node_4247";"gateway_node_4798";"gateway_node_4388";"gateway_node_528";"gateway_node_416";"gateway_node_2165";"gateway_node_1870";"gateway_node_1872";"gateway_node_2596";"gateway_node_51";"gateway_node_3103";"gateway_node_1051";"gateway_node_2892";"gateway_node_2048";"gateway_node_177";"gateway_node_888";"gateway_node_933";"gateway_node_3664";"gateway_node_4649";"gateway_node_1947";"gateway_node_1244";"gateway_node_2241";"gateway_node_3878";"gateway_node_1261";"gateway_node_1564";"gateway_node_655";"gateway_node_3166";"gateway_node_4347";"gateway_node_156";"gateway_node_161";"gateway_node_181";"gateway_node_1117";"gateway_node_1339";"gateway_node_2567";"gateway_node_3928";"gateway_node_4346";"gateway_node_4348"
"gateway_node_2738";1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;1;1;1;1;1;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1;1;1;0;0;1;0;1;0;1;1;1;1;0;0;1;1;0;1;0;0;0;0;0
"gateway_node_2750";1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;1;1;1;1;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1;1;0;0;0;1;0;1;0;1;1;1;1;0;0;1;1;0;1;0;0;0;0;0
"gateway_node_2757";1;1;1;1;1;1;1;1;1;0;1;1;0;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;0;0;0;1;1;1;0;0;0;1;1;1;1;1;0;0;0;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0
"gateway_node_2755";1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;1;1;1;1;1;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1;1;0;0;0;1;0;1;0;1;1;1;1;0;0;1;1;0;1;0;0;0;0;0
"gateway_node_2015";1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;1;1;1;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1;1;0;0;0;1;0;1;0;1;1;1;1;0;0;1;1;0;1;0;0;0;0;0
"gateway_node_4485";1;1;1;1;1;0;1;1;1;0;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;0;0;0;1;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
"gateway_node_2760";1;1;1;1;1;1;1;1;1;0;1;1;0;0;1;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;0;0;0;1;1;1;0;0;0;1;1;1;1;1;0;0;0;0;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0
"gateway_node_2762";1;1;1;1;1;1;1;1;1;0;1;1;0;0;1;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;0;0;0;1;1;1;0;0;0;1;1;1;1;1;0;0;0;0;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0
"gateway_node_4698";1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;1;0;1;1;1;1;1;1;0;0;1;1;0;1;0;0;0;0;0
"gateway_node_2671";0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1
"gateway_node_4425";1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0;1;1;0;0;0;0;0;1;1;0;1;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;1;1;0;1;0;0;1;1;0;1;0;0;0;0;1
