"network_id";"null_model";"replicate";"metric";"value"
"mangal_1472_connectance";"connectance";48;"richness";26
"mangal_1472_connectance";"connectance";48;"connectance";0,272307692307692
"mangal_1472_connectance";"connectance";48;"degree.shannon";3,21517406308707
"mangal_1472_connectance";"connectance";48;"degree.mean";6,80769230769231
"mangal_1472_connectance";"connectance";48;"degree.sd";2,03998491698798
"mangal_1472_connectance";"connectance";48;"degree.skewness";0,467082699286516
"mangal_1472_connectance";"connectance";48;"degree.kurtosis";2,88405315001657
"mangal_1472_connectance";"connectance";48;"modularity.betweenness";0,181094193877877
"mangal_1472_connectance";"connectance";48;"modularity.infomap";0
"mangal_1472_connectance";"connectance";48;"nestedness";11,3882783882784
"mangal_1472_connectance";"connectance";48;"centrality.degree";0,2
"mangal_1472_connectance";"connectance";48;"centrality.eigen";0,112707287364578
"mangal_1472_connectance";"connectance";48;"interaction.overlap";0,26843861449949
"mangal_1472_connectance";"connectance";48;"link.density";6,80769230769231
