"network_id";"null_model";"replicate";"metric";"value"
"gateway_116_connectance";"connectance";22;"richness";521
"gateway_116_connectance";"connectance";22;"connectance";0,104196810866677
"gateway_116_connectance";"connectance";22;"degree.shannon";6,24902514626156
"gateway_116_connectance";"connectance";22;"degree.mean";54,1823416506718
"gateway_116_connectance";"connectance";22;"degree.sd";6,28393518658525
"gateway_116_connectance";"connectance";22;"degree.skewness";0,124285201211541
"gateway_116_connectance";"connectance";22;"degree.kurtosis";2,96093999965366
"gateway_116_connectance";"connectance";22;"modularity.betweenness";NA
"gateway_116_connectance";"connectance";22;"modularity.infomap";0
"gateway_116_connectance";"connectance";22;"nestedness";5,53593129126402
"gateway_116_connectance";"connectance";22;"centrality.degree";0,0524158885430562
"gateway_116_connectance";"connectance";22;"centrality.eigen";0,0471480211029627
"gateway_116_connectance";"connectance";22;"interaction.overlap";0,104893626331043
"gateway_116_connectance";"connectance";22;"link.density";54,1823416506718
