"","gateway_node_573","gateway_node_280","gateway_node_309","gateway_node_3574","gateway_node_4802","gateway_node_1015","gateway_node_5232","gateway_node_3654","gateway_node_5227","gateway_node_4835","gateway_node_1475","gateway_node_353","gateway_node_2008","gateway_node_2378","gateway_node_2186","gateway_node_4598","gateway_node_4001","gateway_node_3435","gateway_node_3498","gateway_node_3031","gateway_node_3736","gateway_node_249","gateway_node_1057","gateway_node_1037","gateway_node_3125","gateway_node_4816","gateway_node_4997","gateway_node_3088","gateway_node_3264","gateway_node_1147","gateway_node_1148","gateway_node_3890","gateway_node_828","gateway_node_833","gateway_node_1041","gateway_node_3282","gateway_node_5121","gateway_node_5066","gateway_node_2562","gateway_node_2565","gateway_node_2468","gateway_node_1998","gateway_node_4196","gateway_node_2385","gateway_node_759","gateway_node_1424","gateway_node_1436","gateway_node_2784","gateway_node_3628","gateway_node_4397","gateway_node_1128","gateway_node_2362","gateway_node_3267","gateway_node_5123"
"gateway_node_573",0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,1,1,1,1,1,1,0,0,1,1,0,0,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,1,0,1,0,0,1
"gateway_node_280",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gateway_node_309",1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,0,1,1,1,1,0,1,1,0,0,1,0,1,0,1,1,0,1,1,0,0,0,0,0
"gateway_node_3574",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gateway_node_4802",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"gateway_node_1015",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
"gateway_node_5232",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1
"gateway_node_3654",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gateway_node_5227",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gateway_node_4835",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
