"";"gateway_node_2739";"gateway_node_2755";"gateway_node_481";"gateway_node_489";"gateway_node_747";"gateway_node_760";"gateway_node_874";"gateway_node_1077";"gateway_node_1466";"gateway_node_1768";"gateway_node_2009";"gateway_node_2020";"gateway_node_2150";"gateway_node_2698";"gateway_node_2700";"gateway_node_2707";"gateway_node_2914";"gateway_node_3028";"gateway_node_3277";"gateway_node_3580";"gateway_node_3815";"gateway_node_4338";"gateway_node_4358";"gateway_node_4425";"gateway_node_4637";"gateway_node_4792";"gateway_node_4822";"gateway_node_4885";"gateway_node_5017";"gateway_node_5187";"gateway_node_1072";"gateway_node_2204";"gateway_node_2556";"gateway_node_645";"gateway_node_788";"gateway_node_1587";"gateway_node_3457";"gateway_node_4450";"gateway_node_881";"gateway_node_1346";"gateway_node_1350";"gateway_node_2459";"gateway_node_2953";"gateway_node_3727";"gateway_node_4083";"gateway_node_3602";"gateway_node_484";"gateway_node_2934";"gateway_node_232";"gateway_node_530";"gateway_node_1028";"gateway_node_1289";"gateway_node_1861";"gateway_node_1967";"gateway_node_2483";"gateway_node_2485";"gateway_node_2955";"gateway_node_3044";"gateway_node_3555";"gateway_node_4004";"gateway_node_4009";"gateway_node_4054";"gateway_node_4131";"gateway_node_2850";"gateway_node_2857";"gateway_node_2863";"gateway_node_3010";"gateway_node_3042";"gateway_node_3070";"gateway_node_3362";"gateway_node_3514";"gateway_node_3553";"gateway_node_3767";"gateway_node_4308";"gateway_node_4310";"gateway_node_4713";"gateway_node_4939";"gateway_node_4986";"gateway_node_5091";"gateway_node_5101";"gateway_node_5102";"gateway_node_5139";"gateway_node_5140";"gateway_node_5217";"gateway_node_5222";"gateway_node_2702";"gateway_node_528";"gateway_node_1322";"gateway_node_2021";"gateway_node_3199";"gateway_node_3937";"gateway_node_4247";"gateway_node_4332";"gateway_node_4388";"gateway_node_51";"gateway_node_128";"gateway_node_2598";"gateway_node_3310";"gateway_node_100";"gateway_node_177";"gateway_node_935";"gateway_node_936";"gateway_node_1675";"gateway_node_1757";"gateway_node_1947";"gateway_node_1966";"gateway_node_646";"gateway_node_1564";"gateway_node_3166";"gateway_node_4347";"gateway_node_157";"gateway_node_1320";"gateway_node_1565";"gateway_node_181";"gateway_node_1117";"gateway_node_1339";"gateway_node_2567";"gateway_node_3928";"gateway_node_4346";"gateway_node_4348"
"gateway_node_2739";1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0;1;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;1;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;1;1;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;1;1;0;1;0;0;1;1;0;0;1;1;0;0;0;0;0;0;0;0
"gateway_node_2755";0;1;0;0;1;0;0;0;1;0;0;1;1;0;1;0;0;0;1;0;0;0;1;0;0;1;1;0;1;0;0;0;1;0;1;0;1;0;1;1;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;1;0;0;1;0;0;0;1;1;0;0;0;0;1;0;1;0;1;0;0;0;1;0;0;0;1;1;0;1;1;1;0;1;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0
"gateway_node_481";1;0;1;0;0;0;0;0;0;0;1;0;0;1;1;1;1;0;0;1;0;0;1;0;0;0;1;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;1;0;0;1
"gateway_node_489";0;1;0;1;1;0;1;0;0;1;1;0;0;0;0;1;0;0;0;1;0;0;0;1;0;1;0;1;0;0;1;1;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;1;1;1;0;1;1;0;0;0;0;0;0;0;1;1;1;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;1;0;0;1;0;0;0;1;0;0;1;0;0;1;0;1;0;0
"gateway_node_747";0;0;0;1;1;0;1;0;1;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;1;0;1;0;1;1;0;0;1;0;1;0;0;0;1;1;1;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0
"gateway_node_760";0;0;0;0;1;1;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;1;0;0;1;1;0;1;0;0;0;0;1;0;0;0;1;0;0;0;1;1;0;1;0;0;0;0;0;1;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"gateway_node_874";0;0;1;0;1;1;1;1;0;1;0;1;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0;1;0;0;0;0;1;1;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;1;1;0;0;1;0;0;1;1;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;1;0;1;1;0;0;0;1;1;1;0
"gateway_node_1077";1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;1;1;0;0;0;0;0;1;1;1;0;0;0;0;0;0;1;1;0;0;0;1;0;0;1;0;1;0;0;1;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;1
"gateway_node_1466";1;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;1;0;1;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;1;0;0;1;1;0;1;0;0;1;1;0;0;1;0;0;0;1;0;1;0;1;1;1;0;0;0;0;1
"gateway_node_1768";0;0;0;0;0;1;0;0;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;1;0;1;0;0;0;0;0;0;1;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;1
