"";"gateway_node_4001";"gateway_node_3186";"gateway_node_5232";"gateway_node_1789";"gateway_node_1686";"gateway_node_1687";"gateway_node_1978";"gateway_node_501";"gateway_node_2775";"gateway_node_2777";"gateway_node_2778";"gateway_node_4831";"gateway_node_756";"gateway_node_4701";"gateway_node_3844";"gateway_node_3890";"gateway_node_5067";"gateway_node_1428";"gateway_node_1932";"gateway_node_172";"gateway_node_4258";"gateway_node_4364";"gateway_node_4313";"gateway_node_1050";"gateway_node_2292";"gateway_node_5176";"gateway_node_1411"
"gateway_node_4001";1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0
"gateway_node_3186";1;1;0;0;0;0;1;0;1;1;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0
"gateway_node_5232";1;0;1;0;1;1;1;1;1;0;0;1;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0
"gateway_node_1789";0;1;0;1;1;0;0;0;1;0;0;0;1;0;1;0;0;1;1;0;0;1;0;0;0;0;0
"gateway_node_1686";0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;1;0;1;0;1;1;0
"gateway_node_1687";0;1;0;1;0;1;0;0;0;1;1;1;0;0;1;0;0;1;1;1;1;1;0;0;1;0;0
"gateway_node_1978";0;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0
"gateway_node_501";1;1;1;1;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1
"gateway_node_2775";0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0
"gateway_node_2777";0;0;1;0;0;0;1;1;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0
"gateway_node_2778";0;0;0;0;0;0;1;0;1;0;1;0;1;0;1;0;1;1;1;1;0;1;0;1;1;1;0
"gateway_node_4831";1;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0
"gateway_node_756";0;0;1;0;0;0;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0
"gateway_node_4701";0;1;0;1;0;0;1;0;1;1;0;0;0;1;0;1;1;1;0;0;1;1;0;0;1;1;0
"gateway_node_3844";1;0;0;1;0;1;1;0;0;0;0;1;1;0;1;0;0;0;1;0;0;0;0;1;0;1;0
"gateway_node_3890";0;1;0;1;1;0;0;1;0;0;0;1;0;1;0;1;0;1;0;1;1;0;1;1;0;0;1
"gateway_node_5067";0;0;0;0;0;0;0;0;0;1;0;1;0;1;1;0;1;0;1;0;1;0;1;0;0;0;0
"gateway_node_1428";0;0;0;1;1;0;1;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;1;0
"gateway_node_1932";0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;1;1;0;0;1;0;0;0;1
"gateway_node_172";1;0;1;0;1;0;0;0;0;0;1;1;0;0;0;0;0;1;1;1;0;0;1;0;0;0;0
"gateway_node_4258";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0
"gateway_node_4364";0;0;0;0;0;0;0;1;0;0;1;0;1;1;1;0;0;0;1;1;1;1;0;0;0;1;0
"gateway_node_4313";0;0;0;1;1;1;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;1;0;1;0
"gateway_node_1050";1;0;0;0;0;1;0;0;0;0;1;1;0;1;1;1;1;0;0;0;0;0;0;1;0;1;0
"gateway_node_2292";0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;1;1;1;0
"gateway_node_5176";0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0
"gateway_node_1411";1;0;0;0;0;1;0;0;1;0;0;0;0;1;1;0;0;1;1;0;0;0;0;1;0;1;1
