"";"gateway_node_2463";"gateway_node_309";"gateway_node_2462";"gateway_node_1015";"gateway_node_5232";"gateway_node_3574";"gateway_node_2434";"gateway_node_672";"gateway_node_2315";"gateway_node_1475";"gateway_node_353";"gateway_node_2378";"gateway_node_2186";"gateway_node_4598";"gateway_node_3149";"gateway_node_4001";"gateway_node_3435";"gateway_node_4509";"gateway_node_3498";"gateway_node_3898";"gateway_node_1354";"gateway_node_3031";"gateway_node_1455";"gateway_node_3736";"gateway_node_4335";"gateway_node_3567";"gateway_node_2781";"gateway_node_1057";"gateway_node_4874";"gateway_node_1148";"gateway_node_280";"gateway_node_3890";"gateway_node_833";"gateway_node_2190";"gateway_node_5066";"gateway_node_2562";"gateway_node_2003";"gateway_node_1998";"gateway_node_2385";"gateway_node_1415";"gateway_node_759";"gateway_node_1436";"gateway_node_2324";"gateway_node_4003";"gateway_node_4395";"gateway_node_4397";"gateway_node_976";"gateway_node_2362"
"gateway_node_2463";1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0
"gateway_node_309";0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;1;0;0;1;0;0;1
"gateway_node_2462";0;0;1;1;1;0;0;0;0;0;1;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0
"gateway_node_1015";0;1;0;1;1;1;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;1;0
"gateway_node_5232";0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;1;0;0;1;0;0;0;1;1;1;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1
"gateway_node_3574";0;0;0;0;1;1;1;0;0;0;0;0;1;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0
"gateway_node_2434";0;0;1;0;0;0;1;1;0;0;1;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0
"gateway_node_672";1;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;1;0;0;0;1;0
"gateway_node_2315";0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;1;1;1;0;1;1;0;0;0;1;0;0;1;0;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0
"gateway_node_1475";1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0
